"[0.01228377505923379, 17433.838195916444, 8471377.371326417]","[0.011291283975116728, 17879.70827373597, 8971866.855048964]","[0.00649534583439516, 5026.068159039591, 11508076.981810099]","[0.013217688819446696, 19104.560674362125, 8206050.387499712]","[0.0069610296022777985, 4871.11083888615, 9931127.887213646]","[0.014093643946550898, 21488.85955568746, 8183152.704154853]","[0.007069588773772619, 5188.87639627085, 9319190.817638254]","[0.011963903125986346, 17460.315189706525, 8810715.082302712]","[0.013487777194871596, 17401.33329954996, 8295806.08756653]","[0.009617366304938164, 6281.853589875654, 9205147.90012896]","[0.0065613813651547595, 5037.168730476309, 9539817.983484078]",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"[0.01228377505923379, 17433.838195916444, 8471377.371326417]","[0.011291283975116728, 17879.70827373597, 8971866.855048964]","[0.00649534583439516, 5026.068159039591, 11508076.981810099]","[0.013217688819446696, 19104.560674362125, 8206050.387499712]","[0.0069610296022777985, 4871.11083888615, 9931127.887213646]","[0.014093643946550898, 21488.85955568746, 8183152.704154853]","[0.007069588773772619, 5188.87639627085, 9319190.817638254]","[0.011963903125986346, 17460.315189706525, 8810715.082302712]","[0.013487777194871596, 17401.33329954996, 8295806.08756653]","[0.009617366304938164, 6281.853589875654, 9205147.90012896]","[0.0065613813651547595, 5037.168730476309, 9539817.983484078]","[0.007187095913891901, 4852.588246890227, 9735091.53699199]","[0.012888534102549502, 17310.215300508975, 8976802.931799615]","[0.014147845395352965, 17284.210235376966, 8936511.079039661]","[0.014453433582903965, 19071.03343234719, 8014548.928517171]","[0.012292473159655678, 17412.330865106942, 8222093.52736718]","[0.01040206441764292, 7258.515261585158, 9070550.770201154]","[0.014093643946550898, 21488.85955568746, 8183152.704154853]","[0.0065370689613386485, 5059.156548375585, 9771283.949369939]","[0.006875307391852327, 5004.853962494218, 11233143.484794468]",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"[0.01228377505923379, 17433.838195916444, 8471377.371326417]","[0.00649534583439516, 5026.068159039591, 11508076.981810099]","[0.013217688819446696, 19104.560674362125, 8206050.387499712]","[0.0069610296022777985, 4871.11083888615, 9931127.887213646]","[0.007069588773772619, 5188.87639627085, 9319190.817638254]","[0.011963903125986346, 17460.315189706525, 8810715.082302712]","[0.013487777194871596, 17401.33329954996, 8295806.08756653]","[0.0065613813651547595, 5037.168730476309, 9539817.983484078]","[0.007187095913891901, 4852.588246890227, 9735091.53699199]","[0.012888534102549502, 17310.215300508975, 8976802.931799615]","[0.014147845395352965, 17284.210235376966, 8936511.079039661]","[0.014453433582903965, 19071.03343234719, 8014548.928517171]","[0.012292473159655678, 17412.330865106942, 8222093.52736718]","[0.01040206441764292, 7258.515261585158, 9070550.770201154]","[0.0065370689613386485, 5059.156548375585, 9771283.949369939]","[0.006875307391852327, 5004.853962494218, 11233143.484794468]","[0.011111307717034766, 17861.778447691468, 8918692.662650127]","[0.014020232314934253, 21445.82590597852, 7739934.980190754]","[0.009088997265432618, 6279.47009475503, 9132306.127243014]","[0.006200704061782173, 5298.518133688978, 10354590.533286804]","[0.013337675360067571, 17403.338030107792, 8287690.812415191]",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"[0.00649534583439516, 5026.068159039591, 11508076.981810099]","[0.0065613813651547595, 5037.168730476309, 9539817.983484078]","[0.0065370689613386485, 5059.156548375585, 9771283.949369939]","[0.014020232314934253, 21445.82590597852, 7739934.980190754]","[0.006200704061782173, 5298.518133688978, 10354590.533286804]","[0.006965471216996069, 5104.901312011007, 8464664.721672932]","[0.011403461722545676, 17386.43797005685, 7962083.059813794]","[0.0067507252634278255, 4842.758713510275, 9620235.357392704]","[0.01296302005355683, 17368.270336920494, 7825833.33598974]","[0.012496499976909594, 17367.333774234146, 7843773.954298458]",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"[0.00649534583439516, 5026.068159039591, 11508076.981810099]","[0.014020232314934253, 21445.82590597852, 7739934.980190754]","[0.006200704061782173, 5298.518133688978, 10354590.533286804]","[0.006965471216996069, 5104.901312011007, 8464664.721672932]","[0.011403461722545676, 17386.43797005685, 7962083.059813794]","[0.0067507252634278255, 4842.758713510275, 9620235.357392704]","[0.01296302005355683, 17368.270336920494, 7825833.33598974]","[0.012496499976909594, 17367.333774234146, 7843773.954298458]","[0.013279127052733033, 19068.447925916687, 7806862.553107346]","[0.006328562980570452, 5094.220375956641, 10017717.17266266]","[0.006548376056093351, 5013.175575249879, 9292545.125902984]","[0.006511977654437906, 4841.798444217892, 9626029.07955652]","[0.006196665221403119, 5122.6215860588345, 10416587.581486957]","[0.01889726985664342, 32737.10698017526, 7260176.300684494]",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"[0.006200704061782173, 5298.518133688978, 10354590.533286804]","[0.006965471216996069, 5104.901312011007, 8464664.721672932]","[0.011403461722545676, 17386.43797005685, 7962083.059813794]","[0.0067507252634278255, 4842.758713510275, 9620235.357392704]","[0.01296302005355683, 17368.270336920494, 7825833.33598974]","[0.012496499976909594, 17367.333774234146, 7843773.954298458]","[0.006511977654437906, 4841.798444217892, 9626029.07955652]","[0.006196665221403119, 5122.6215860588345, 10416587.581486957]","[0.01889726985664342, 32737.10698017526, 7260176.300684494]","[0.020012215250602837, 32638.11951542286, 6482665.831589207]","[0.012215345689511851, 17784.035538255914, 7816134.834489468]","[0.013002635303791865, 19043.061237180835, 7563861.348806933]","[0.00614833936753909, 4926.832060301292, 10441511.952634627]","[0.006217642633400548, 5010.659779915317, 9261406.104156917]","[0.00714177180438298, 4836.217199715054, 9567886.712429255]",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"[0.006965471216996069, 5104.901312011007, 8464664.721672932]","[0.011403461722545676, 17386.43797005685, 7962083.059813794]","[0.01296302005355683, 17368.270336920494, 7825833.33598974]","[0.012496499976909594, 17367.333774234146, 7843773.954298458]","[0.01889726985664342, 32737.10698017526, 7260176.300684494]","[0.020012215250602837, 32638.11951542286, 6482665.831589207]","[0.012215345689511851, 17784.035538255914, 7816134.834489468]","[0.006217642633400548, 5010.659779915317, 9261406.104156917]","[0.005930342717970695, 4810.354816055307, 9286144.825932268]","[0.006822094529192945, 5003.6370209317665, 9240876.92023656]","[0.012220030752906732, 17379.41723847303, 7897925.891825304]","[0.007161440654320646, 4794.68328157076, 9145853.582590563]","[0.01201129771170211, 19022.08345686147, 7303496.12577771]","[0.012184456022690079, 17378.426600618575, 8011845.3659590585]","[0.012160410718718524, 17784.007784355028, 7817052.494877126]",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"[0.006965471216996069, 5104.901312011007, 8464664.721672932]","[0.011403461722545676, 17386.43797005685, 7962083.059813794]","[0.01889726985664342, 32737.10698017526, 7260176.300684494]","[0.020012215250602837, 32638.11951542286, 6482665.831589207]","[0.006217642633400548, 5010.659779915317, 9261406.104156917]","[0.005930342717970695, 4810.354816055307, 9286144.825932268]","[0.006822094529192945, 5003.6370209317665, 9240876.92023656]","[0.007161440654320646, 4794.68328157076, 9145853.582590563]","[0.01201129771170211, 19022.08345686147, 7303496.12577771]","[0.012184456022690079, 17378.426600618575, 8011845.3659590585]","[0.012160410718718524, 17784.007784355028, 7817052.494877126]","[0.019685739021284475, 32265.387695721198, 7097644.564440468]","[0.006217642633400548, 5010.659779915317, 9261406.104156917]","[0.006965471216996069, 5104.901312011007, 8464664.721672932]","[0.005930342717970695, 4810.354816055307, 9286144.825932268]","[0.012205650769372613, 17335.80450788618, 7488096.716806807]","[0.013068495958678965, 17230.21758439148, 8147576.903892868]",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"[0.006965471216996069, 5104.901312011007, 8464664.721672932]","[0.011403461722545676, 17386.43797005685, 7962083.059813794]","[0.020012215250602837, 32638.11951542286, 6482665.831589207]","[0.006217642633400548, 5010.659779915317, 9261406.104156917]","[0.005930342717970695, 4810.354816055307, 9286144.825932268]","[0.006822094529192945, 5003.6370209317665, 9240876.92023656]","[0.007161440654320646, 4794.68328157076, 9145853.582590563]","[0.012184456022690079, 17378.426600618575, 8011845.3659590585]","[0.012160410718718524, 17784.007784355028, 7817052.494877126]","[0.006217642633400548, 5010.659779915317, 9261406.104156917]","[0.006965471216996069, 5104.901312011007, 8464664.721672932]","[0.005930342717970695, 4810.354816055307, 9286144.825932268]","[0.012205650769372613, 17335.80450788618, 7488096.716806807]","[0.013068495958678965, 17230.21758439148, 8147576.903892868]","[0.0070561736010934005, 4799.284137135056, 9192546.86445901]","[0.006965471216996069, 5104.901312011007, 8464664.721672932]","[0.01190709492047491, 18981.592183023018, 6873824.280967442]","[0.006963335762919847, 4808.742716289091, 9278522.882114816]","[0.006749808146293513, 5005.647519810328, 9253383.998528404]","[0.013284808680349763, 18953.989595307998, 7436064.720471055]",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"[0.006965471216996069, 5104.901312011007, 8464664.721672932]","[0.011403461722545676, 17386.43797005685, 7962083.059813794]","[0.020012215250602837, 32638.11951542286, 6482665.831589207]","[0.006217642633400548, 5010.659779915317, 9261406.104156917]","[0.005930342717970695, 4810.354816055307, 9286144.825932268]","[0.012184456022690079, 17378.426600618575, 8011845.3659590585]","[0.012160410718718524, 17784.007784355028, 7817052.494877126]","[0.006217642633400548, 5010.659779915317, 9261406.104156917]","[0.006965471216996069, 5104.901312011007, 8464664.721672932]","[0.005930342717970695, 4810.354816055307, 9286144.825932268]","[0.012205650769372613, 17335.80450788618, 7488096.716806807]","[0.013068495958678965, 17230.21758439148, 8147576.903892868]","[0.006965471216996069, 5104.901312011007, 8464664.721672932]","[0.01190709492047491, 18981.592183023018, 6873824.280967442]","[0.013284808680349763, 18953.989595307998, 7436064.720471055]","[0.013404327129512462, 18953.98783268321, 7435183.714362642]","[0.006663033234501757, 4716.075318184699, 8789164.86079051]","[0.0113742444982327, 17787.55891479054, 7807943.862989266]","[0.005781255999515674, 5201.886176591638, 11008290.636422776]","[0.006540756086776047, 5001.67959833256, 9166201.587618858]","[0.011292332671979436, 17424.92279623512, 8330038.465672445]",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"[0.006965471216996069, 5104.901312011007, 8464664.721672932]","[0.011403461722545676, 17386.43797005685, 7962083.059813794]","[0.020012215250602837, 32638.11951542286, 6482665.831589207]","[0.006217642633400548, 5010.659779915317, 9261406.104156917]","[0.005930342717970695, 4810.354816055307, 9286144.825932268]","[0.006217642633400548, 5010.659779915317, 9261406.104156917]","[0.006965471216996069, 5104.901312011007, 8464664.721672932]","[0.005930342717970695, 4810.354816055307, 9286144.825932268]","[0.012205650769372613, 17335.80450788618, 7488096.716806807]","[0.013068495958678965, 17230.21758439148, 8147576.903892868]","[0.006965471216996069, 5104.901312011007, 8464664.721672932]","[0.01190709492047491, 18981.592183023018, 6873824.280967442]","[0.006663033234501757, 4716.075318184699, 8789164.86079051]","[0.0113742444982327, 17787.55891479054, 7807943.862989266]","[0.005781255999515674, 5201.886176591638, 11008290.636422776]","[0.006540756086776047, 5001.67959833256, 9166201.587618858]","[0.011292332671979436, 17424.92279623512, 8330038.465672445]","[0.01325621592508786, 18937.48921228992, 7200225.101785628]","[0.005881708626824873, 4840.858443802182, 9591753.120650351]","[0.012063346210257854, 17358.40250324474, 7641818.300400402]","[0.0062420504938314365, 5027.264977645386, 9144915.997226462]","[0.01178414475612893, 17780.568228090135, 7749380.189845005]","[0.011190912388603128, 17848.56791636737, 8422213.811724642]",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"[0.006965471216996069, 5104.901312011007, 8464664.721672932]","[0.011403461722545676, 17386.43797005685, 7962083.059813794]","[0.020012215250602837, 32638.11951542286, 6482665.831589207]","[0.006217642633400548, 5010.659779915317, 9261406.104156917]","[0.005930342717970695, 4810.354816055307, 9286144.825932268]","[0.006217642633400548, 5010.659779915317, 9261406.104156917]","[0.006965471216996069, 5104.901312011007, 8464664.721672932]","[0.005930342717970695, 4810.354816055307, 9286144.825932268]","[0.012205650769372613, 17335.80450788618, 7488096.716806807]","[0.013068495958678965, 17230.21758439148, 8147576.903892868]","[0.006965471216996069, 5104.901312011007, 8464664.721672932]","[0.01190709492047491, 18981.592183023018, 6873824.280967442]","[0.006663033234501757, 4716.075318184699, 8789164.86079051]","[0.0113742444982327, 17787.55891479054, 7807943.862989266]","[0.005781255999515674, 5201.886176591638, 11008290.636422776]","[0.006540756086776047, 5001.67959833256, 9166201.587618858]","[0.011292332671979436, 17424.92279623512, 8330038.465672445]","[0.01325621592508786, 18937.48921228992, 7200225.101785628]","[0.005881708626824873, 4840.858443802182, 9591753.120650351]","[0.012063346210257854, 17358.40250324474, 7641818.300400402]","[0.0062420504938314365, 5027.264977645386, 9144915.997226462]","[0.011190912388603128, 17848.56791636737, 8422213.811724642]","[0.005781255999515674, 5201.886176591638, 11008290.636422776]","[0.005930342717970695, 4810.354816055307, 9286144.825932268]","[0.012380945580379624, 17259.252275879255, 8399327.386696536]","[0.006655152636614036, 4973.64516990308, 8922217.460796809]","[0.011530070690906027, 17364.890425385507, 7714131.274992056]",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"[0.006965471216996069, 5104.901312011007, 8464664.721672932]","[0.011403461722545676, 17386.43797005685, 7962083.059813794]","[0.020012215250602837, 32638.11951542286, 6482665.831589207]","[0.006217642633400548, 5010.659779915317, 9261406.104156917]","[0.005930342717970695, 4810.354816055307, 9286144.825932268]","[0.006217642633400548, 5010.659779915317, 9261406.104156917]","[0.006965471216996069, 5104.901312011007, 8464664.721672932]","[0.005930342717970695, 4810.354816055307, 9286144.825932268]","[0.013068495958678965, 17230.21758439148, 8147576.903892868]","[0.006965471216996069, 5104.901312011007, 8464664.721672932]","[0.01190709492047491, 18981.592183023018, 6873824.280967442]","[0.006663033234501757, 4716.075318184699, 8789164.86079051]","[0.0113742444982327, 17787.55891479054, 7807943.862989266]","[0.005781255999515674, 5201.886176591638, 11008290.636422776]","[0.011292332671979436, 17424.92279623512, 8330038.465672445]","[0.01325621592508786, 18937.48921228992, 7200225.101785628]","[0.005881708626824873, 4840.858443802182, 9591753.120650351]","[0.012063346210257854, 17358.40250324474, 7641818.300400402]","[0.0062420504938314365, 5027.264977645386, 9144915.997226462]","[0.011190912388603128, 17848.56791636737, 8422213.811724642]","[0.005781255999515674, 5201.886176591638, 11008290.636422776]","[0.005930342717970695, 4810.354816055307, 9286144.825932268]","[0.012380945580379624, 17259.252275879255, 8399327.386696536]","[0.006655152636614036, 4973.64516990308, 8922217.460796809]","[0.011530070690906027, 17364.890425385507, 7714131.274992056]","[0.012183521621719833, 17320.324157265175, 7407531.2510176925]","[0.01141095742066696, 17364.930639247348, 7712923.75087414]","[0.012161549613030667, 17331.34231719705, 7460053.76081389]","[0.0063292355128805764, 4995.65495686278, 9154052.089240404]","[0.01700482227315559, 27038.343084767337, 6781803.4159731325]",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"[0.006965471216996069, 5104.901312011007, 8464664.721672932]","[0.011403461722545676, 17386.43797005685, 7962083.059813794]","[0.020012215250602837, 32638.11951542286, 6482665.831589207]","[0.005930342717970695, 4810.354816055307, 9286144.825932268]","[0.006965471216996069, 5104.901312011007, 8464664.721672932]","[0.005930342717970695, 4810.354816055307, 9286144.825932268]","[0.013068495958678965, 17230.21758439148, 8147576.903892868]","[0.006965471216996069, 5104.901312011007, 8464664.721672932]","[0.01190709492047491, 18981.592183023018, 6873824.280967442]","[0.006663033234501757, 4716.075318184699, 8789164.86079051]","[0.0113742444982327, 17787.55891479054, 7807943.862989266]","[0.005781255999515674, 5201.886176591638, 11008290.636422776]","[0.011292332671979436, 17424.92279623512, 8330038.465672445]","[0.01325621592508786, 18937.48921228992, 7200225.101785628]","[0.005881708626824873, 4840.858443802182, 9591753.120650351]","[0.011190912388603128, 17848.56791636737, 8422213.811724642]","[0.005781255999515674, 5201.886176591638, 11008290.636422776]","[0.005930342717970695, 4810.354816055307, 9286144.825932268]","[0.012380945580379624, 17259.252275879255, 8399327.386696536]","[0.011530070690906027, 17364.890425385507, 7714131.274992056]","[0.012183521621719833, 17320.324157265175, 7407531.2510176925]","[0.01141095742066696, 17364.930639247348, 7712923.75087414]","[0.01700482227315559, 27038.343084767337, 6781803.4159731325]","[0.011952821866446351, 17324.87505123952, 7449524.93822171]","[0.005930342717970695, 4810.354816055307, 9286144.825932268]","[0.011732950221785972, 19016.578197893978, 7206661.978456071]","[0.01700482227315559, 27038.343084767337, 6781803.4159731325]","[0.012183521621719833, 17320.324157265175, 7407531.2510176925]","[0.011530070690906027, 17364.890425385507, 7714131.274992056]","[0.00618164853804715, 4965.663105834094, 8835466.374992657]","[0.01141095742066696, 17364.930639247348, 7712923.75087414]",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
