"[0.007236548795087127, 6775.185479227041, 11227507.17927959]","[0.008923747370082481, 6759.83171609356, 9912401.111986127]","[0.022561675530174737, 34706.93158302964, 8402646.819619963]","[0.008945019509067943, 5358.0946584594985, 9539890.048997998]","[0.007086974661017189, 3882.4772582769106, 11317642.381415648]","[0.007564562519213195, 6763.833215702062, 9991620.696739053]","[0.01581974152782218, 21501.90899970167, 8512125.652913267]","[0.007086974661017189, 3882.4772582769106, 11317642.381415648]","[0.00704917056907017, 3954.9890001358017, 12082164.4479133]","[0.011040804524160291, 6653.647191254684, 8865789.553122459]","[0.008201608823357789, 5437.626452647029, 10328700.792236531]","[0.009720786766960745, 6684.218291847543, 9172719.196506051]","[0.008724967580185823, 6993.474123323182, 9678942.34539573]","[0.007462636709668493, 6723.17842899354, 10740741.83265019]","[0.011092162291140616, 6634.133685556105, 8681791.47818522]","[0.007001739150193118, 6811.165468795051, 11623077.66236243]","[0.018303238163499207, 28397.818628160094, 8447449.878377004]",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"[0.007236548795087127, 6775.185479227041, 11227507.17927959]","[0.008945019509067943, 5358.0946584594985, 9539890.048997998]","[0.007086974661017189, 3882.4772582769106, 11317642.381415648]","[0.007564562519213195, 6763.833215702062, 9991620.696739053]","[0.007086974661017189, 3882.4772582769106, 11317642.381415648]","[0.00704917056907017, 3954.9890001358017, 12082164.4479133]","[0.008201608823357789, 5437.626452647029, 10328700.792236531]","[0.009720786766960745, 6684.218291847543, 9172719.196506051]","[0.007462636709668493, 6723.17842899354, 10740741.83265019]","[0.007001739150193118, 6811.165468795051, 11623077.66236243]","[0.007001570881203815, 6850.6905736670615, 12052791.303507078]","[0.0075539848795158245, 6765.338995975084, 9994824.496929865]","[0.008624453076994729, 6967.4690998597125, 9396459.85038556]","[0.009812936165067851, 6675.20698389298, 9099134.816081777]","[0.008975426454374696, 5323.585292659845, 9208515.939849114]","[0.015024022735578643, 21481.980406183313, 8372922.949300077]","[0.007030536803877478, 6806.361032998644, 10307245.173797587]","[0.007462636709668493, 6723.17842899354, 10740741.83265019]","[0.011022219985591525, 6618.152109496111, 8520114.138704425]","[0.007282829265191978, 6749.182781013527, 10958627.705257105]","[0.008749454697973526, 6355.471814421271, 9896562.355651703]",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"[0.007236548795087127, 6775.185479227041, 11227507.17927959]","[0.008945019509067943, 5358.0946584594985, 9539890.048997998]","[0.007086974661017189, 3882.4772582769106, 11317642.381415648]","[0.007564562519213195, 6763.833215702062, 9991620.696739053]","[0.007086974661017189, 3882.4772582769106, 11317642.381415648]","[0.008201608823357789, 5437.626452647029, 10328700.792236531]","[0.009720786766960745, 6684.218291847543, 9172719.196506051]","[0.007462636709668493, 6723.17842899354, 10740741.83265019]","[0.0075539848795158245, 6765.338995975084, 9994824.496929865]","[0.008624453076994729, 6967.4690998597125, 9396459.85038556]","[0.009812936165067851, 6675.20698389298, 9099134.816081777]","[0.008975426454374696, 5323.585292659845, 9208515.939849114]","[0.015024022735578643, 21481.980406183313, 8372922.949300077]","[0.007030536803877478, 6806.361032998644, 10307245.173797587]","[0.007462636709668493, 6723.17842899354, 10740741.83265019]","[0.011022219985591525, 6618.152109496111, 8520114.138704425]","[0.007282829265191978, 6749.182781013527, 10958627.705257105]","[0.008749454697973526, 6355.471814421271, 9896562.355651703]","[0.010545655790762588, 6666.649985576336, 9005341.895124096]","[0.006632264072624159, 3903.4773681724873, 11554692.334731515]","[0.007606714783651779, 6678.118419035159, 10257717.683382265]","[0.020757485049771412, 34648.39298271192, 7679535.94875902]","[0.0070029746312231305, 6684.502199818979, 11243417.5701231]","[0.01154722794125684, 17426.588002798686, 8396189.73348213]","[0.008390356825451993, 6745.368628883074, 9755039.07553352]","[0.009812936165067851, 6675.20698389298, 9099134.816081777]","[0.008863036939106861, 6717.831728045855, 9486083.515172487]",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"[0.008945019509067943, 5358.0946584594985, 9539890.048997998]","[0.008975426454374696, 5323.585292659845, 9208515.939849114]","[0.015024022735578643, 21481.980406183313, 8372922.949300077]","[0.011022219985591525, 6618.152109496111, 8520114.138704425]","[0.006632264072624159, 3903.4773681724873, 11554692.334731515]","[0.020757485049771412, 34648.39298271192, 7679535.94875902]","[0.01154722794125684, 17426.588002798686, 8396189.73348213]","[0.006288964676360732, 3907.0481565178097, 11631859.30754852]","[0.008224347588311406, 6625.400912220302, 8574949.90479154]","[0.0066205946438052735, 4475.786686929286, 9736681.398568396]","[0.009435388368673291, 6261.3550939695, 8962834.760676397]","[0.008945019509067943, 5358.0946584594985, 9539890.048997998]","[0.006535146090460828, 5239.882291752187, 9769315.779417783]","[0.006654828198697881, 3855.9694355496677, 11070344.644472267]",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"[0.015024022735578643, 21481.980406183313, 8372922.949300077]","[0.011022219985591525, 6618.152109496111, 8520114.138704425]","[0.006632264072624159, 3903.4773681724873, 11554692.334731515]","[0.020757485049771412, 34648.39298271192, 7679535.94875902]","[0.01154722794125684, 17426.588002798686, 8396189.73348213]","[0.006288964676360732, 3907.0481565178097, 11631859.30754852]","[0.008224347588311406, 6625.400912220302, 8574949.90479154]","[0.0066205946438052735, 4475.786686929286, 9736681.398568396]","[0.009435388368673291, 6261.3550939695, 8962834.760676397]","[0.006535146090460828, 5239.882291752187, 9769315.779417783]","[0.006654828198697881, 3855.9694355496677, 11070344.644472267]","[0.006791696024056229, 3798.699044008971, 10503490.47305935]","[0.008224347588311406, 6625.400912220302, 8574949.90479154]","[0.006909888085573841, 3681.9570105616735, 9361134.208140058]","[0.00741978463031429, 5307.237951832525, 9008177.802782923]","[0.009435388368673291, 6261.3550939695, 8962834.760676397]",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"[0.020757485049771412, 34648.39298271192, 7679535.94875902]","[0.008224347588311406, 6625.400912220302, 8574949.90479154]","[0.0066205946438052735, 4475.786686929286, 9736681.398568396]","[0.009435388368673291, 6261.3550939695, 8962834.760676397]","[0.006535146090460828, 5239.882291752187, 9769315.779417783]","[0.008224347588311406, 6625.400912220302, 8574949.90479154]","[0.006909888085573841, 3681.9570105616735, 9361134.208140058]","[0.00741978463031429, 5307.237951832525, 9008177.802782923]","[0.009435388368673291, 6261.3550939695, 8962834.760676397]","[0.020757485049771412, 34648.39298271192, 7679535.94875902]","[0.006686267492684575, 3767.684643094479, 10182905.525236765]","[0.009638962477870541, 6616.216125614844, 8511127.567186564]","[0.006243266252030162, 3816.527839335916, 10721747.72600156]","[0.011279523508992197, 6591.642905753457, 8271804.94664606]","[0.007245372789213175, 5008.687196773399, 9073809.911103697]","[0.006169280030375903, 3907.0204026169226, 11632775.617831875]",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"[0.008224347588311406, 6625.400912220302, 8574949.90479154]","[0.0066205946438052735, 4475.786686929286, 9736681.398568396]","[0.009435388368673291, 6261.3550939695, 8962834.760676397]","[0.006535146090460828, 5239.882291752187, 9769315.779417783]","[0.008224347588311406, 6625.400912220302, 8574949.90479154]","[0.006909888085573841, 3681.9570105616735, 9361134.208140058]","[0.00741978463031429, 5307.237951832525, 9008177.802782923]","[0.009435388368673291, 6261.3550939695, 8962834.760676397]","[0.006686267492684575, 3767.684643094479, 10182905.525236765]","[0.011279523508992197, 6591.642905753457, 8271804.94664606]","[0.007245372789213175, 5008.687196773399, 9073809.911103697]","[0.006723195774550308, 3723.1970468155473, 9729511.568503512]","[0.0062217183930415405, 3797.031746478615, 10469803.65697299]","[0.007144855082060929, 6678.350702966397, 9125123.060279055]","[0.006973966893624956, 6682.98144573024, 9101812.172091948]","[0.01394386856106177, 21399.48543237247, 7280235.544969791]","[0.008763607655695622, 6599.724329895909, 8360176.809952409]","[0.008224347588311406, 6625.400912220302, 8574949.90479154]","[0.006161173351105941, 3825.523669143795, 10801406.786140414]",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"[0.0066205946438052735, 4475.786686929286, 9736681.398568396]","[0.006535146090460828, 5239.882291752187, 9769315.779417783]","[0.00741978463031429, 5307.237951832525, 9008177.802782923]","[0.006686267492684575, 3767.684643094479, 10182905.525236765]","[0.011279523508992197, 6591.642905753457, 8271804.94664606]","[0.007245372789213175, 5008.687196773399, 9073809.911103697]","[0.0062217183930415405, 3797.031746478615, 10469803.65697299]","[0.006973966893624956, 6682.98144573024, 9101812.172091948]","[0.01394386856106177, 21399.48543237247, 7280235.544969791]","[0.008763607655695622, 6599.724329895909, 8360176.809952409]","[0.006161173351105941, 3825.523669143795, 10801406.786140414]","[0.00825618212761922, 5138.302632910532, 8774677.82603272]","[0.00671460987596626, 3661.018777257449, 9122352.707339317]","[0.006686267492684575, 3767.684643094479, 10182905.525236765]","[0.007269335569519804, 6671.8855537096315, 9025181.392610928]","[0.0082235245010397, 6623.401292125322, 8548336.628703162]","[0.006073862054450771, 3824.034403276156, 10802443.068726955]",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"[0.0066205946438052735, 4475.786686929286, 9736681.398568396]","[0.006535146090460828, 5239.882291752187, 9769315.779417783]","[0.00741978463031429, 5307.237951832525, 9008177.802782923]","[0.006686267492684575, 3767.684643094479, 10182905.525236765]","[0.007245372789213175, 5008.687196773399, 9073809.911103697]","[0.0062217183930415405, 3797.031746478615, 10469803.65697299]","[0.006973966893624956, 6682.98144573024, 9101812.172091948]","[0.01394386856106177, 21399.48543237247, 7280235.544969791]","[0.008763607655695622, 6599.724329895909, 8360176.809952409]","[0.006161173351105941, 3825.523669143795, 10801406.786140414]","[0.00825618212761922, 5138.302632910532, 8774677.82603272]","[0.00671460987596626, 3661.018777257449, 9122352.707339317]","[0.006686267492684575, 3767.684643094479, 10182905.525236765]","[0.007269335569519804, 6671.8855537096315, 9025181.392610928]","[0.006073862054450771, 3824.034403276156, 10802443.068726955]","[0.008763607655695622, 6599.724329895909, 8360176.809952409]","[0.010956545194403795, 6585.144623435725, 8190298.252128191]","[0.007736029434045775, 6611.468285615363, 8398039.84720613]","[0.007331181980242088, 6669.873179360408, 9016592.62734447]",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"[0.0066205946438052735, 4475.786686929286, 9736681.398568396]","[0.006535146090460828, 5239.882291752187, 9769315.779417783]","[0.00741978463031429, 5307.237951832525, 9008177.802782923]","[0.007245372789213175, 5008.687196773399, 9073809.911103697]","[0.0062217183930415405, 3797.031746478615, 10469803.65697299]","[0.006973966893624956, 6682.98144573024, 9101812.172091948]","[0.01394386856106177, 21399.48543237247, 7280235.544969791]","[0.00671460987596626, 3661.018777257449, 9122352.707339317]","[0.007269335569519804, 6671.8855537096315, 9025181.392610928]","[0.006073862054450771, 3824.034403276156, 10802443.068726955]","[0.010956545194403795, 6585.144623435725, 8190298.252128191]","[0.007736029434045775, 6611.468285615363, 8398039.84720613]","[0.007331181980242088, 6669.873179360408, 9016592.62734447]","[0.007571728018762806, 4969.701898791967, 8686984.61785525]","[0.008121019473670122, 6592.399206432938, 8245245.07214215]","[0.006289059795361678, 3762.530042066159, 10142858.719524413]","[0.006117635864640672, 3823.522166133449, 10788903.195968399]",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"[0.0066205946438052735, 4475.786686929286, 9736681.398568396]","[0.00741978463031429, 5307.237951832525, 9008177.802782923]","[0.007245372789213175, 5008.687196773399, 9073809.911103697]","[0.006973966893624956, 6682.98144573024, 9101812.172091948]","[0.01394386856106177, 21399.48543237247, 7280235.544969791]","[0.00671460987596626, 3661.018777257449, 9122352.707339317]","[0.007269335569519804, 6671.8855537096315, 9025181.392610928]","[0.006073862054450771, 3824.034403276156, 10802443.068726955]","[0.007736029434045775, 6611.468285615363, 8398039.84720613]","[0.007331181980242088, 6669.873179360408, 9016592.62734447]","[0.007571728018762806, 4969.701898791967, 8686984.61785525]","[0.006117635864640672, 3823.522166133449, 10788903.195968399]","[0.006167193898195891, 3743.0287955672297, 9922428.149939114]","[0.01394386856106177, 21399.48543237247, 7280235.544969791]","[0.008612382780920934, 4368.729815825617, 8273395.0176757565]","[0.008768811930731502, 6567.722152305383, 8029828.776000803]","[0.006704189583354946, 4465.802123741956, 9665711.137067473]","[0.008544521450347013, 6415.90066380829, 8526634.191665567]","[0.00808436747424462, 6587.75760187956, 8169948.582750987]","[0.006509640662994617, 4475.758933028399, 9737597.801454742]","[0.006117635864640672, 3823.522166133449, 10788903.195968399]","[0.007245372789213175, 5008.687196773399, 9073809.911103697]",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"[0.01394386856106177, 21399.48543237247, 7280235.544969791]","[0.007736029434045775, 6611.468285615363, 8398039.84720613]","[0.006167193898195891, 3743.0287955672297, 9922428.149939114]","[0.01394386856106177, 21399.48543237247, 7280235.544969791]","[0.008612382780920934, 4368.729815825617, 8273395.0176757565]","[0.008768811930731502, 6567.722152305383, 8029828.776000803]","[0.008544521450347013, 6415.90066380829, 8526634.191665567]","[0.00808436747424462, 6587.75760187956, 8169948.582750987]","[0.006190421113111588, 3667.193333248294, 9161931.107209686]","[0.008179754843648445, 6583.346567536148, 8106497.808316526]","[0.006030847210142038, 3744.5356776656827, 9940668.969772866]","[0.006167193898195891, 3743.0287955672297, 9922428.149939114]","[0.0057689877216476546, 3791.506433428998, 10440255.688948179]","[0.005811696491363409, 3754.513475772983, 10075206.472698871]","[0.006264282186907648, 3609.6891276046126, 8577798.052039118]",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"[0.01394386856106177, 21399.48543237247, 7280235.544969791]","[0.01394386856106177, 21399.48543237247, 7280235.544969791]","[0.008612382780920934, 4368.729815825617, 8273395.0176757565]","[0.006030847210142038, 3744.5356776656827, 9940668.969772866]","[0.0057689877216476546, 3791.506433428998, 10440255.688948179]","[0.005811696491363409, 3754.513475772983, 10075206.472698871]","[0.006264282186907648, 3609.6891276046126, 8577798.052039118]","[0.00603701373127777, 3736.4997944519273, 9876453.38655937]","[0.0074074962766227164, 6542.921038099013, 7723811.1999737425]","[0.013868358880581421, 21427.972686828332, 7673227.431471409]","[0.006096829795367651, 3639.002480903314, 8939134.747882584]","[0.008530135961539755, 5080.179623211878, 8206652.655796186]",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"[0.01394386856106177, 21399.48543237247, 7280235.544969791]","[0.01394386856106177, 21399.48543237247, 7280235.544969791]","[0.008612382780920934, 4368.729815825617, 8273395.0176757565]","[0.006030847210142038, 3744.5356776656827, 9940668.969772866]","[0.005811696491363409, 3754.513475772983, 10075206.472698871]","[0.006264282186907648, 3609.6891276046126, 8577798.052039118]","[0.0074074962766227164, 6542.921038099013, 7723811.1999737425]","[0.013868358880581421, 21427.972686828332, 7673227.431471409]","[0.006096829795367651, 3639.002480903314, 8939134.747882584]","[0.008530135961539755, 5080.179623211878, 8206652.655796186]","[0.006030847210142038, 3744.5356776656827, 9940668.969772866]","[0.008038300806263698, 5096.805306208807, 8352327.545573713]","[0.00572316827281007, 3783.0259970327706, 10361640.494650649]","[0.005656104330379407, 3970.0100715201816, 12275537.642763965]","[0.005816304629350403, 3750.5115539626136, 10037662.979481746]","[0.006032580349180482, 3669.5266589032135, 9198750.831773642]","[0.007202631810421447, 6605.501582832597, 8302620.097718734]",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
