"[0.0070695521820797825, 4907.07972229068, 10446514.507143773]","[0.006657990351987362, 4993.158334032307, 11302546.12674668]","[0.006606002015485612, 6956.171638571605, 13135945.942631546]","[0.006609425658912042, 6266.125149373914, 12356483.82701844]","[0.00943206841111107, 7238.598501656946, 8967801.458856927]","[0.008216819087008978, 6400.405798574036, 10410941.293212436]","[0.006565809051928202, 6967.175837354345, 13272653.778634328]","[0.008232705063871536, 6362.470908756031, 9995028.87881136]","[0.00836201220510186, 6349.412536519233, 9894167.073719554]","[0.0077382469603592225, 6785.767923338439, 10252232.568643235]","[0.009951144794140849, 6714.115529320548, 9415212.084685769]","[0.013296758299515954, 17865.107515972682, 8795516.371701736]","[0.007653911070766884, 6404.014820158493, 10424284.753583722]","[0.01370807058154643, 17122.111428107157, 8867609.967251828]","[0.01319770098674639, 17122.900739768305, 8933354.416193148]","[0.006780715058963959, 4937.152804587788, 10740473.65192701]","[0.013709666182337713, 17165.005895924092, 8120975.552836904]","[0.009086872673968778, 6725.7222650085105, 9554257.111586057]","[0.008087063153990631, 6780.347970289334, 10143197.290359017]","[0.006649307549166837, 6915.390996979175, 11523536.399951745]","[0.006618768877286029, 6264.619369100892, 12352396.356819473]","[0.006719901957555362, 6148.636004710092, 11136788.058715876]",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"[0.006657990351987362, 4993.158334032307, 11302546.12674668]","[0.006606002015485612, 6956.171638571605, 13135945.942631546]","[0.006609425658912042, 6266.125149373914, 12356483.82701844]","[0.00943206841111107, 7238.598501656946, 8967801.458856927]","[0.006565809051928202, 6967.175837354345, 13272653.778634328]","[0.009951144794140849, 6714.115529320548, 9415212.084685769]","[0.013296758299515954, 17865.107515972682, 8795516.371701736]","[0.01370807058154643, 17122.111428107157, 8867609.967251828]","[0.01319770098674639, 17122.900739768305, 8933354.416193148]","[0.006780715058963959, 4937.152804587788, 10740473.65192701]","[0.013709666182337713, 17165.005895924092, 8120975.552836904]","[0.006649307549166837, 6915.390996979175, 11523536.399951745]","[0.006618768877286029, 6264.619369100892, 12352396.356819473]","[0.006719901957555362, 6148.636004710092, 11136788.058715876]","[0.008831813041298686, 6720.786281182073, 9533149.776009582]","[0.014644254082125222, 16237.997396792796, 8721567.401351284]","[0.006762437536252409, 6860.392639641983, 10960461.962620977]","[0.006833582309340042, 4845.054498317416, 9797990.919178832]",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"[0.006657990351987362, 4993.158334032307, 11302546.12674668]","[0.006606002015485612, 6956.171638571605, 13135945.942631546]","[0.006609425658912042, 6266.125149373914, 12356483.82701844]","[0.00943206841111107, 7238.598501656946, 8967801.458856927]","[0.006565809051928202, 6967.175837354345, 13272653.778634328]","[0.009951144794140849, 6714.115529320548, 9415212.084685769]","[0.013296758299515954, 17865.107515972682, 8795516.371701736]","[0.01370807058154643, 17122.111428107157, 8867609.967251828]","[0.01319770098674639, 17122.900739768305, 8933354.416193148]","[0.006780715058963959, 4937.152804587788, 10740473.65192701]","[0.013709666182337713, 17165.005895924092, 8120975.552836904]","[0.006618768877286029, 6264.619369100892, 12352396.356819473]","[0.006719901957555362, 6148.636004710092, 11136788.058715876]","[0.014644254082125222, 16237.997396792796, 8721567.401351284]","[0.006833582309340042, 4845.054498317416, 9797990.919178832]","[0.009431429735306925, 7263.098756578238, 9231244.925133467]","[0.010549436868163432, 5975.027191912371, 9441378.991408935]","[0.008797922036784806, 6718.765237634224, 9500324.39887316]","[0.006644953324354896, 6805.401839655849, 10408894.985153757]","[0.008602598213161908, 7306.1226971457, 9504245.364252897]",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"[0.006657990351987362, 4993.158334032307, 11302546.12674668]","[0.013296758299515954, 17865.107515972682, 8795516.371701736]","[0.01370807058154643, 17122.111428107157, 8867609.967251828]","[0.01319770098674639, 17122.900739768305, 8933354.416193148]","[0.006780715058963959, 4937.152804587788, 10740473.65192701]","[0.013709666182337713, 17165.005895924092, 8120975.552836904]","[0.006719901957555362, 6148.636004710092, 11136788.058715876]","[0.014644254082125222, 16237.997396792796, 8721567.401351284]","[0.006833582309340042, 4845.054498317416, 9797990.919178832]","[0.010549436868163432, 5975.027191912371, 9441378.991408935]","[0.006644953324354896, 6805.401839655849, 10408894.985153757]","[0.009810829444002389, 6676.612158071086, 9060349.376345204]","[0.00934819435028796, 7235.107277260498, 8933637.210897068]","[0.00966537264073884, 6685.636924568456, 9157030.48507399]","[0.013400817365476434, 17831.099630265802, 8476470.491058137]","[0.006787983293586071, 5147.786868924024, 10607834.949560855]","[0.006433803350165723, 6257.086923419005, 12251425.266630324]","[0.008189572358033255, 6311.490327650861, 9477521.17113053]",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"[0.01370807058154643, 17122.111428107157, 8867609.967251828]","[0.01319770098674639, 17122.900739768305, 8933354.416193148]","[0.013709666182337713, 17165.005895924092, 8120975.552836904]","[0.014644254082125222, 16237.997396792796, 8721567.401351284]","[0.006833582309340042, 4845.054498317416, 9797990.919178832]","[0.00934819435028796, 7235.107277260498, 8933637.210897068]","[0.006433803350165723, 6257.086923419005, 12251425.266630324]","[0.006165588767136559, 6333.819100074281, 13006441.737012915]","[0.01306517725513332, 17751.11890935767, 7636081.008256386]","[0.014644254082125222, 16237.997396792796, 8721567.401351284]","[0.00803119144737465, 6297.9944938106555, 9360402.375179442]","[0.007303643409175837, 4817.571351031541, 9505826.096856575]","[0.013923490420992665, 17361.44111833709, 8038859.987066884]","[0.007959776773236872, 6665.806181422896, 8956369.084760984]","[0.009537473750306575, 5971.607066468735, 9404767.085879065]","[0.006506691119010051, 4882.154675716159, 10164481.048533645]",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"[0.013709666182337713, 17165.005895924092, 8120975.552836904]","[0.006833582309340042, 4845.054498317416, 9797990.919178832]","[0.006433803350165723, 6257.086923419005, 12251425.266630324]","[0.006165588767136559, 6333.819100074281, 13006441.737012915]","[0.01306517725513332, 17751.11890935767, 7636081.008256386]","[0.007303643409175837, 4817.571351031541, 9505826.096856575]","[0.013923490420992665, 17361.44111833709, 8038859.987066884]","[0.006506691119010051, 4882.154675716159, 10164481.048533645]","[0.012875918472911503, 17751.155118519287, 7635951.129735429]","[0.011416599693637211, 17079.517075557993, 8411378.582237776]","[0.006334187038788661, 6814.651835452118, 11660266.365219945]","[0.006483347944398662, 6108.12977778805, 10770341.934236914]","[0.007903012677065323, 6238.999722545044, 8711379.806009248]","[0.008905156379774045, 5946.45330303793, 9141897.414897263]",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"[0.013709666182337713, 17165.005895924092, 8120975.552836904]","[0.006833582309340042, 4845.054498317416, 9797990.919178832]","[0.006433803350165723, 6257.086923419005, 12251425.266630324]","[0.006165588767136559, 6333.819100074281, 13006441.737012915]","[0.01306517725513332, 17751.11890935767, 7636081.008256386]","[0.007303643409175837, 4817.571351031541, 9505826.096856575]","[0.006506691119010051, 4882.154675716159, 10164481.048533645]","[0.012875918472911503, 17751.155118519287, 7635951.129735429]","[0.011416599693637211, 17079.517075557993, 8411378.582237776]","[0.006334187038788661, 6814.651835452118, 11660266.365219945]","[0.006483347944398662, 6108.12977778805, 10770341.934236914]","[0.007903012677065323, 6238.999722545044, 8711379.806009248]","[0.008905156379774045, 5946.45330303793, 9141897.414897263]","[0.013875122653399909, 17351.443702850283, 7951079.446819456]","[0.00709617321149544, 5977.657254546998, 9448871.450706098]","[0.00968771349928295, 6631.204183741934, 8655903.859084595]",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"[0.006833582309340042, 4845.054498317416, 9797990.919178832]","[0.006433803350165723, 6257.086923419005, 12251425.266630324]","[0.007303643409175837, 4817.571351031541, 9505826.096856575]","[0.006506691119010051, 4882.154675716159, 10164481.048533645]","[0.006334187038788661, 6814.651835452118, 11660266.365219945]","[0.007903012677065323, 6238.999722545044, 8711379.806009248]","[0.013875122653399909, 17351.443702850283, 7951079.446819456]","[0.00709617321149544, 5977.657254546998, 9448871.450706098]","[0.00849206955463538, 6601.850697538362, 8335477.590478813]","[0.006461948390654775, 5107.797674369913, 10177931.000849226]","[0.01086547046525432, 8352.385625530216, 7956227.525564921]","[0.00609149398579481, 6303.3243074188795, 12734187.995194964]","[0.008314531251576444, 5926.503172739137, 8939107.075046828]","[0.0088017093868227, 5918.120706343613, 8889104.669743966]","[0.012411148344679811, 17737.657239437234, 7509320.221651755]",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"[0.006833582309340042, 4845.054498317416, 9797990.919178832]","[0.006433803350165723, 6257.086923419005, 12251425.266630324]","[0.007303643409175837, 4817.571351031541, 9505826.096856575]","[0.006506691119010051, 4882.154675716159, 10164481.048533645]","[0.006334187038788661, 6814.651835452118, 11660266.365219945]","[0.007903012677065323, 6238.999722545044, 8711379.806009248]","[0.013875122653399909, 17351.443702850283, 7951079.446819456]","[0.00709617321149544, 5977.657254546998, 9448871.450706098]","[0.00849206955463538, 6601.850697538362, 8335477.590478813]","[0.006461948390654775, 5107.797674369913, 10177931.000849226]","[0.01086547046525432, 8352.385625530216, 7956227.525564921]","[0.00609149398579481, 6303.3243074188795, 12734187.995194964]","[0.008314531251576444, 5926.503172739137, 8939107.075046828]","[0.0088017093868227, 5918.120706343613, 8889104.669743966]","[0.012411148344679811, 17737.657239437234, 7509320.221651755]","[0.007854272162477938, 4779.06586453972, 9122064.272351809]","[0.007527281630438111, 6519.545285257862, 8657367.39471029]","[0.006580248639505806, 5066.188843651252, 9790768.785202328]","[0.006461948390654775, 5107.797674369913, 10177931.000849226]","[0.00709617321149544, 5977.657254546998, 9448871.450706098]","[0.0088017093868227, 5918.120706343613, 8889104.669743966]",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"[0.006833582309340042, 4845.054498317416, 9797990.919178832]","[0.007303643409175837, 4817.571351031541, 9505826.096856575]","[0.006506691119010051, 4882.154675716159, 10164481.048533645]","[0.006334187038788661, 6814.651835452118, 11660266.365219945]","[0.007903012677065323, 6238.999722545044, 8711379.806009248]","[0.006461948390654775, 5107.797674369913, 10177931.000849226]","[0.01086547046525432, 8352.385625530216, 7956227.525564921]","[0.012411148344679811, 17737.657239437234, 7509320.221651755]","[0.007854272162477938, 4779.06586453972, 9122064.272351809]","[0.007527281630438111, 6519.545285257862, 8657367.39471029]","[0.006580248639505806, 5066.188843651252, 9790768.785202328]","[0.006461948390654775, 5107.797674369913, 10177931.000849226]","[0.012574211430708535, 17335.941106384795, 7665347.076830372]","[0.006791745511669675, 4846.047911912215, 9824936.327276941]","[0.008198742760349447, 5110.282161963813, 8085677.167750779]","[0.007068145240605369, 5338.399528376962, 9185418.250242602]","[0.007779049782327998, 6264.605715774266, 8970466.419162698]","[0.006404524752243883, 6624.054704460832, 10570811.695364064]","[0.0060902400744717805, 6241.825253255673, 12104535.134391844]",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"[0.006506691119010051, 4882.154675716159, 10164481.048533645]","[0.006334187038788661, 6814.651835452118, 11660266.365219945]","[0.006461948390654775, 5107.797674369913, 10177931.000849226]","[0.01086547046525432, 8352.385625530216, 7956227.525564921]","[0.012411148344679811, 17737.657239437234, 7509320.221651755]","[0.007527281630438111, 6519.545285257862, 8657367.39471029]","[0.006461948390654775, 5107.797674369913, 10177931.000849226]","[0.012574211430708535, 17335.941106384795, 7665347.076830372]","[0.008198742760349447, 5110.282161963813, 8085677.167750779]","[0.0060902400744717805, 6241.825253255673, 12104535.134391844]","[0.006773128743196778, 4995.819201832652, 9047692.653414318]","[0.007840534138369415, 6617.387797505203, 8470476.803640839]","[0.006479131671072668, 5046.29625088802, 9566583.507619867]","[0.006595146518528636, 4827.66256916307, 9597877.615024729]","[0.007473414036446681, 4506.390497049508, 9639533.413308471]","[0.006813866149100537, 4732.207036875895, 8677249.413547978]","[0.0063538398970126135, 6587.067151293269, 10183143.2390193]","[0.013059523577607432, 17738.61298668307, 7472701.457194181]",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"[0.006506691119010051, 4882.154675716159, 10164481.048533645]","[0.012411148344679811, 17737.657239437234, 7509320.221651755]","[0.007527281630438111, 6519.545285257862, 8657367.39471029]","[0.012574211430708535, 17335.941106384795, 7665347.076830372]","[0.008198742760349447, 5110.282161963813, 8085677.167750779]","[0.0060902400744717805, 6241.825253255673, 12104535.134391844]","[0.006773128743196778, 4995.819201832652, 9047692.653414318]","[0.006479131671072668, 5046.29625088802, 9566583.507619867]","[0.006595146518528636, 4827.66256916307, 9597877.615024729]","[0.007473414036446681, 4506.390497049508, 9639533.413308471]","[0.006813866149100537, 4732.207036875895, 8677249.413547978]","[0.013059523577607432, 17738.61298668307, 7472701.457194181]","[0.006546620423377223, 4849.660527674049, 9856886.219974704]","[0.007757108090293525, 6576.381973265685, 8050572.703336315]","[0.006326230742236035, 6543.562801854944, 9753656.314791974]","[0.006703422966900062, 5014.3290459664, 9245770.732168822]","[0.013059523577607432, 17738.61298668307, 7472701.457194181]","[0.006198662298011725, 5073.796576848146, 9846910.568539431]","[0.008596827490446412, 6552.247984086211, 7807179.365816582]","[0.014187267620983473, 17723.62523165289, 7526858.836026646]",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"[0.012411148344679811, 17737.657239437234, 7509320.221651755]","[0.007527281630438111, 6519.545285257862, 8657367.39471029]","[0.012574211430708535, 17335.941106384795, 7665347.076830372]","[0.008198742760349447, 5110.282161963813, 8085677.167750779]","[0.006595146518528636, 4827.66256916307, 9597877.615024729]","[0.007473414036446681, 4506.390497049508, 9639533.413308471]","[0.006813866149100537, 4732.207036875895, 8677249.413547978]","[0.006546620423377223, 4849.660527674049, 9856886.219974704]","[0.007757108090293525, 6576.381973265685, 8050572.703336315]","[0.006198662298011725, 5073.796576848146, 9846910.568539431]","[0.008596827490446412, 6552.247984086211, 7807179.365816582]","[0.014187267620983473, 17723.62523165289, 7526858.836026646]","[0.008031349023533023, 5140.298677126401, 8413728.756749166]","[0.008596827490446412, 6552.247984086211, 7807179.365816582]","[0.006058303011519517, 6001.784264119202, 9681770.118285924]","[0.006430663178367822, 4874.666792236523, 10093032.239184458]","[0.012757975779167558, 17728.61704555178, 7385681.07998647]","[0.0067421582188267794, 4070.2736267321807, 11354991.659658346]","[0.006468286049657897, 4986.302124365049, 8965764.423415065]",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"[0.012411148344679811, 17737.657239437234, 7509320.221651755]","[0.012574211430708535, 17335.941106384795, 7665347.076830372]","[0.008198742760349447, 5110.282161963813, 8085677.167750779]","[0.006813866149100537, 4732.207036875895, 8677249.413547978]","[0.007757108090293525, 6576.381973265685, 8050572.703336315]","[0.006198662298011725, 5073.796576848146, 9846910.568539431]","[0.008596827490446412, 6552.247984086211, 7807179.365816582]","[0.014187267620983473, 17723.62523165289, 7526858.836026646]","[0.008031349023533023, 5140.298677126401, 8413728.756749166]","[0.008596827490446412, 6552.247984086211, 7807179.365816582]","[0.006058303011519517, 6001.784264119202, 9681770.118285924]","[0.012757975779167558, 17728.61704555178, 7385681.07998647]","[0.0067421582188267794, 4070.2736267321807, 11354991.659658346]","[0.0061646215916426, 5128.79092157505, 10403532.926053848]","[0.008198742760349447, 5110.282161963813, 8085677.167750779]","[0.008031349023533023, 5140.298677126401, 8413728.756749166]","[0.01694355542678728, 25568.040968847097, 7072897.3009651955]","[0.006388433853294757, 4945.295982494356, 8546482.580225527]","[0.006250419773269705, 4788.208394122772, 9201597.394833721]","[0.006867959307646332, 4047.1472165244213, 8718330.117504118]",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
