"[0.005570937669843041, 3467.2811708377512, 11138359.108245654]","[0.007705397018177912, 4997.790396382643, 11124252.44637782]","[0.005389588067951908, 3511.7776197424546, 11590353.644022724]","[0.008849504643845, 6012.78650321799, 9798599.88128205]","[0.008521701310840327, 5215.38940028184, 10688990.113696508]","[0.008364690560711992, 5245.91147554244, 10988076.955083745]","[0.011474983899355121, 19427.978907102497, 8832578.940664362]","[0.007544271591899914, 6661.460236311179, 8849994.8751642]","[0.008364737930289277, 6061.182230101929, 10264286.290860405]","[0.005570937669843041, 3467.2811708377512, 11138359.108245654]","[0.015599193975436873, 18238.238949833853, 8780689.915466622]","[0.012550992507978469, 19384.023527338588, 8458919.50824506]",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"[0.005570937669843041, 3467.2811708377512, 11138359.108245654]","[0.007705397018177912, 4997.790396382643, 11124252.44637782]","[0.005389588067951908, 3511.7776197424546, 11590353.644022724]","[0.008849504643845, 6012.78650321799, 9798599.88128205]","[0.008521701310840327, 5215.38940028184, 10688990.113696508]","[0.008364690560711992, 5245.91147554244, 10988076.955083745]","[0.011474983899355121, 19427.978907102497, 8832578.940664362]","[0.007544271591899914, 6661.460236311179, 8849994.8751642]","[0.008364737930289277, 6061.182230101929, 10264286.290860405]","[0.005570937669843041, 3467.2811708377512, 11138359.108245654]","[0.012550992507978469, 19384.023527338588, 8458919.50824506]","[0.012917290618362252, 17834.67506581795, 8309627.175392738]","[0.005354754294682564, 3581.2918977708487, 12284375.393312696]","[0.005357135496118173, 3544.265915826674, 11903720.433879443]","[0.008303322456651323, 6119.182391839007, 10853552.875049148]","[0.016724944650716122, 20981.698966379958, 8304230.106614649]","[0.008683593173983395, 5698.2559638089215, 10620348.75732654]",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"[0.005570937669843041, 3467.2811708377512, 11138359.108245654]","[0.007705397018177912, 4997.790396382643, 11124252.44637782]","[0.005389588067951908, 3511.7776197424546, 11590353.644022724]","[0.008849504643845, 6012.78650321799, 9798599.88128205]","[0.008521701310840327, 5215.38940028184, 10688990.113696508]","[0.008364690560711992, 5245.91147554244, 10988076.955083745]","[0.011474983899355121, 19427.978907102497, 8832578.940664362]","[0.007544271591899914, 6661.460236311179, 8849994.8751642]","[0.008364737930289277, 6061.182230101929, 10264286.290860405]","[0.005570937669843041, 3467.2811708377512, 11138359.108245654]","[0.012550992507978469, 19384.023527338588, 8458919.50824506]","[0.012917290618362252, 17834.67506581795, 8309627.175392738]","[0.005354754294682564, 3581.2918977708487, 12284375.393312696]","[0.005357135496118173, 3544.265915826674, 11903720.433879443]","[0.008683593173983395, 5698.2559638089215, 10620348.75732654]","[0.014195583044921715, 20840.93022497205, 7521121.827816764]","[0.008364690560711992, 5245.91147554244, 10988076.955083745]","[0.007903381719385802, 6068.755811302451, 10363834.824966088]",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"[0.005570937669843041, 3467.2811708377512, 11138359.108245654]","[0.008849504643845, 6012.78650321799, 9798599.88128205]","[0.011474983899355121, 19427.978907102497, 8832578.940664362]","[0.007544271591899914, 6661.460236311179, 8849994.8751642]","[0.005570937669843041, 3467.2811708377512, 11138359.108245654]","[0.014195583044921715, 20840.93022497205, 7521121.827816764]","[0.005323081716834017, 3470.2800422557675, 11161065.80059425]","[0.012440834239342767, 17785.685166411215, 7836805.045325827]","[0.00573020778674321, 3365.7739846606037, 10102535.896582492]","[0.005570937669843041, 3467.2811708377512, 11138359.108245654]",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"[0.005570937669843041, 3467.2811708377512, 11138359.108245654]","[0.008849504643845, 6012.78650321799, 9798599.88128205]","[0.011474983899355121, 19427.978907102497, 8832578.940664362]","[0.007544271591899914, 6661.460236311179, 8849994.8751642]","[0.005570937669843041, 3467.2811708377512, 11138359.108245654]","[0.014195583044921715, 20840.93022497205, 7521121.827816764]","[0.005323081716834017, 3470.2800422557675, 11161065.80059425]","[0.012440834239342767, 17785.685166411215, 7836805.045325827]","[0.00573020778674321, 3365.7739846606037, 10102535.896582492]","[0.005570937669843041, 3467.2811708377512, 11138359.108245654]","[0.009947767370454663, 5942.731743203271, 9096600.031052673]","[0.011278211657583654, 5630.707858350576, 9931628.153381938]",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"[0.011474983899355121, 19427.978907102497, 8832578.940664362]","[0.007544271591899914, 6661.460236311179, 8849994.8751642]","[0.014195583044921715, 20840.93022497205, 7521121.827816764]","[0.005323081716834017, 3470.2800422557675, 11161065.80059425]","[0.012440834239342767, 17785.685166411215, 7836805.045325827]","[0.00573020778674321, 3365.7739846606037, 10102535.896582492]","[0.009947767370454663, 5942.731743203271, 9096600.031052673]","[0.005417453411118813, 3458.7913301964127, 11048486.850818101]","[0.007550215297985774, 6034.841392302646, 10052875.669544471]","[0.007781856799159679, 6035.237037175697, 9992180.241221968]","[0.012304060906087147, 19401.56491278317, 8651675.669019725]","[0.005195227196788712, 3510.7847326746187, 11564959.800329883]","[0.009505124778404253, 5978.764863034743, 9481304.913591431]","[0.008532861559130444, 5121.410829747447, 9733196.45751104]","[0.007969071083721298, 6028.251132835894, 9964206.250905193]","[0.01206346036645743, 17866.6278435015, 8680022.15325082]",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"[0.007544271591899914, 6661.460236311179, 8849994.8751642]","[0.014195583044921715, 20840.93022497205, 7521121.827816764]","[0.005323081716834017, 3470.2800422557675, 11161065.80059425]","[0.012440834239342767, 17785.685166411215, 7836805.045325827]","[0.00573020778674321, 3365.7739846606037, 10102535.896582492]","[0.009947767370454663, 5942.731743203271, 9096600.031052673]","[0.005417453411118813, 3458.7913301964127, 11048486.850818101]","[0.005195227196788712, 3510.7847326746187, 11564959.800329883]","[0.009505124778404253, 5978.764863034743, 9481304.913591431]","[0.008532861559130444, 5121.410829747447, 9733196.45751104]","[0.007969071083721298, 6028.251132835894, 9964206.250905193]","[0.011369990126823918, 19326.51917215754, 7732977.6733423]","[0.005364690435113464, 3469.2878061409083, 11153082.339377794]","[0.007395630822824574, 6029.7726838726685, 9923457.341125578]","[0.009457381829476636, 5250.804876403615, 9553062.171604773]","[0.005323081716834017, 3470.2800422557675, 11161065.80059425]","[0.012042128150766182, 17833.110665387663, 8450152.408054467]",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"[0.007544271591899914, 6661.460236311179, 8849994.8751642]","[0.014195583044921715, 20840.93022497205, 7521121.827816764]","[0.005323081716834017, 3470.2800422557675, 11161065.80059425]","[0.00573020778674321, 3365.7739846606037, 10102535.896582492]","[0.009947767370454663, 5942.731743203271, 9096600.031052673]","[0.005417453411118813, 3458.7913301964127, 11048486.850818101]","[0.005195227196788712, 3510.7847326746187, 11564959.800329883]","[0.009505124778404253, 5978.764863034743, 9481304.913591431]","[0.008532861559130444, 5121.410829747447, 9733196.45751104]","[0.007969071083721298, 6028.251132835894, 9964206.250905193]","[0.005364690435113464, 3469.2878061409083, 11153082.339377794]","[0.007395630822824574, 6029.7726838726685, 9923457.341125578]","[0.009457381829476636, 5250.804876403615, 9553062.171604773]","[0.005323081716834017, 3470.2800422557675, 11161065.80059425]","[0.005076030153259252, 3515.7882013699054, 11622772.178369988]","[0.009947767370454663, 5942.731743203271, 9096600.031052673]","[0.007591452761822982, 6658.333636055029, 8862713.387724185]","[0.008514390843546967, 5258.93532247489, 9649341.725362686]","[0.009494898990489943, 17388.68556197716, 7715657.695735853]","[0.005271344125120562, 3495.276853706294, 11410019.030267157]",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"[0.007544271591899914, 6661.460236311179, 8849994.8751642]","[0.014195583044921715, 20840.93022497205, 7521121.827816764]","[0.005323081716834017, 3470.2800422557675, 11161065.80059425]","[0.00573020778674321, 3365.7739846606037, 10102535.896582492]","[0.009947767370454663, 5942.731743203271, 9096600.031052673]","[0.005417453411118813, 3458.7913301964127, 11048486.850818101]","[0.008532861559130444, 5121.410829747447, 9733196.45751104]","[0.005364690435113464, 3469.2878061409083, 11153082.339377794]","[0.007395630822824574, 6029.7726838726685, 9923457.341125578]","[0.009457381829476636, 5250.804876403615, 9553062.171604773]","[0.005323081716834017, 3470.2800422557675, 11161065.80059425]","[0.005076030153259252, 3515.7882013699054, 11622772.178369988]","[0.009947767370454663, 5942.731743203271, 9096600.031052673]","[0.007591452761822982, 6658.333636055029, 8862713.387724185]","[0.008514390843546967, 5258.93532247489, 9649341.725362686]","[0.009494898990489943, 17388.68556197716, 7715657.695735853]","[0.00518418069381966, 3488.7895844756185, 11352048.376527496]","[0.005364690435113464, 3469.2878061409083, 11153082.339377794]","[0.00530927203660469, 3471.785822528789, 11170109.386492247]","[0.00743582294477238, 5957.828250489066, 9269588.196960542]","[0.0055178315728572885, 3413.2516075244102, 10590931.626251286]","[0.010488380210238069, 17070.75986892381, 8059704.173603055]",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"[0.007544271591899914, 6661.460236311179, 8849994.8751642]","[0.014195583044921715, 20840.93022497205, 7521121.827816764]","[0.005323081716834017, 3470.2800422557675, 11161065.80059425]","[0.00573020778674321, 3365.7739846606037, 10102535.896582492]","[0.008532861559130444, 5121.410829747447, 9733196.45751104]","[0.005364690435113464, 3469.2878061409083, 11153082.339377794]","[0.007395630822824574, 6029.7726838726685, 9923457.341125578]","[0.009457381829476636, 5250.804876403615, 9553062.171604773]","[0.005323081716834017, 3470.2800422557675, 11161065.80059425]","[0.005076030153259252, 3515.7882013699054, 11622772.178369988]","[0.007591452761822982, 6658.333636055029, 8862713.387724185]","[0.008514390843546967, 5258.93532247489, 9649341.725362686]","[0.009494898990489943, 17388.68556197716, 7715657.695735853]","[0.00518418069381966, 3488.7895844756185, 11352048.376527496]","[0.005364690435113464, 3469.2878061409083, 11153082.339377794]","[0.00530927203660469, 3471.785822528789, 11170109.386492247]","[0.00743582294477238, 5957.828250489066, 9269588.196960542]","[0.010488380210238069, 17070.75986892381, 8059704.173603055]","[0.008171694798686737, 5894.76285042229, 8616844.109873092]","[0.0054021289643537175, 3367.7725244290627, 10112915.33346938]","[0.008103790726362865, 5930.260691125057, 8991803.946423927]","[0.00771316312314372, 5627.334112900287, 9912235.677625036]",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"[0.007544271591899914, 6661.460236311179, 8849994.8751642]","[0.014195583044921715, 20840.93022497205, 7521121.827816764]","[0.00573020778674321, 3365.7739846606037, 10102535.896582492]","[0.008532861559130444, 5121.410829747447, 9733196.45751104]","[0.005076030153259252, 3515.7882013699054, 11622772.178369988]","[0.007591452761822982, 6658.333636055029, 8862713.387724185]","[0.008514390843546967, 5258.93532247489, 9649341.725362686]","[0.009494898990489943, 17388.68556197716, 7715657.695735853]","[0.00518418069381966, 3488.7895844756185, 11352048.376527496]","[0.00743582294477238, 5957.828250489066, 9269588.196960542]","[0.010488380210238069, 17070.75986892381, 8059704.173603055]","[0.008171694798686737, 5894.76285042229, 8616844.109873092]","[0.0054021289643537175, 3367.7725244290627, 10112915.33346938]","[0.008103790726362865, 5930.260691125057, 8991803.946423927]","[0.009657584995945495, 8410.041876158375, 8507516.14631196]","[0.009135200350032284, 5585.791935794608, 9501906.681662463]","[0.007415246784825639, 5991.338739590868, 9603775.775331134]","[0.00852187692277707, 5130.889344025323, 9831291.799517637]","[0.005227375515637224, 3467.7957292949404, 11131212.307786563]","[0.010561731680467316, 5578.215466349379, 9392026.994432343]","[0.006593635953294406, 5245.937919311793, 9838329.910096582]","[0.00888160854128989, 5250.331004875951, 9532793.813425742]","[0.005886245073246794, 3365.2788453210956, 10086784.085226482]","[0.007312282595698309, 5240.828934126109, 9782250.040646952]",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"[0.007544271591899914, 6661.460236311179, 8849994.8751642]","[0.014195583044921715, 20840.93022497205, 7521121.827816764]","[0.00573020778674321, 3365.7739846606037, 10102535.896582492]","[0.008532861559130444, 5121.410829747447, 9733196.45751104]","[0.005076030153259252, 3515.7882013699054, 11622772.178369988]","[0.007591452761822982, 6658.333636055029, 8862713.387724185]","[0.008514390843546967, 5258.93532247489, 9649341.725362686]","[0.009494898990489943, 17388.68556197716, 7715657.695735853]","[0.00743582294477238, 5957.828250489066, 9269588.196960542]","[0.010488380210238069, 17070.75986892381, 8059704.173603055]","[0.008171694798686737, 5894.76285042229, 8616844.109873092]","[0.0054021289643537175, 3367.7725244290627, 10112915.33346938]","[0.008103790726362865, 5930.260691125057, 8991803.946423927]","[0.009657584995945495, 8410.041876158375, 8507516.14631196]","[0.00852187692277707, 5130.889344025323, 9831291.799517637]","[0.006593635953294406, 5245.937919311793, 9838329.910096582]","[0.00888160854128989, 5250.331004875951, 9532793.813425742]","[0.005886245073246794, 3365.2788453210956, 10086784.085226482]","[0.00808443133004803, 5542.7600751265545, 9045524.564687086]","[0.008584444199352233, 5113.39444736511, 9638295.652854973]","[0.007172529483107781, 5963.723385605713, 9267396.989495868]","[0.006795296662286737, 6740.006974316563, 9744400.512479376]","[0.007021456551906423, 5234.443515462318, 9727311.748118779]","[0.007080055856515939, 6680.96586055017, 9094094.071997786]","[0.00930210633634644, 5059.189218439864, 9454207.280687531]","[0.00938609541502733, 5207.299108082888, 9120668.285892505]","[0.0051827789687667195, 3461.7902016144285, 11071209.029486163]","[0.013172466288790458, 16690.849767202413, 8228389.704588337]","[0.007524002644617124, 6662.335600073935, 8898050.604941867]",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"[0.014195583044921715, 20840.93022497205, 7521121.827816764]","[0.00573020778674321, 3365.7739846606037, 10102535.896582492]","[0.008532861559130444, 5121.410829747447, 9733196.45751104]","[0.005076030153259252, 3515.7882013699054, 11622772.178369988]","[0.008514390843546967, 5258.93532247489, 9649341.725362686]","[0.009494898990489943, 17388.68556197716, 7715657.695735853]","[0.00743582294477238, 5957.828250489066, 9269588.196960542]","[0.010488380210238069, 17070.75986892381, 8059704.173603055]","[0.008171694798686737, 5894.76285042229, 8616844.109873092]","[0.0054021289643537175, 3367.7725244290627, 10112915.33346938]","[0.00852187692277707, 5130.889344025323, 9831291.799517637]","[0.006593635953294406, 5245.937919311793, 9838329.910096582]","[0.00888160854128989, 5250.331004875951, 9532793.813425742]","[0.005886245073246794, 3365.2788453210956, 10086784.085226482]","[0.00808443133004803, 5542.7600751265545, 9045524.564687086]","[0.008584444199352233, 5113.39444736511, 9638295.652854973]","[0.007172529483107781, 5963.723385605713, 9267396.989495868]","[0.006795296662286737, 6740.006974316563, 9744400.512479376]","[0.007021456551906423, 5234.443515462318, 9727311.748118779]","[0.007080055856515939, 6680.96586055017, 9094094.071997786]","[0.00930210633634644, 5059.189218439864, 9454207.280687531]","[0.00938609541502733, 5207.299108082888, 9120668.285892505]","[0.0051827789687667195, 3461.7902016144285, 11071209.029486163]","[0.013172466288790458, 16690.849767202413, 8228389.704588337]","[0.009389112742116025, 5025.69108344993, 9144972.292068295]","[0.010041468264113224, 5498.7113046169925, 8622135.338638319]","[0.013172466288790458, 16690.849767202413, 8228389.704588337]","[0.005886245073246794, 3365.2788453210956, 10086784.085226482]","[0.00805169478663284, 5922.783255942892, 8922594.472785871]","[0.007689032618308352, 6616.472364875719, 8410967.565205]","[0.007099104290103726, 6649.428623454668, 8757797.704761922]","[0.010488380210238069, 17070.75986892381, 8059704.173603055]","[0.008513191397156833, 5149.942129176811, 10013984.101089217]","[0.0051827789687667195, 3461.7902016144285, 11071209.029486163]","[0.007490348364339441, 6618.829831753208, 8468485.936511826]",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
