"[0.012813274481085551, 17479.06169173349, 9377222.663775742]","[0.013614305935146289, 21104.05331074264, 8496738.47868482]","[0.011791791824965073, 17148.061232618387, 9428690.755352873]","[0.006904955291223618, 5448.540902122181, 11515492.795579374]","[0.01177992430945503, 18278.917115009506, 8907078.19226297]","[0.009439550882878176, 6339.437357111285, 9715042.347726615]","[0.007075636209600296, 6369.020678499648, 10021964.014900189]","[0.006906279473872915, 5387.540237141241, 10890051.383003823]","[0.014775409611932544, 23418.999819263274, 8247562.621351494]","[0.009456748496842846, 6337.931576838263, 9711093.96423286]","[0.008654267571458799, 8512.009751665366, 9577300.613875337]","[0.007513699395706619, 5030.830365684803, 11455163.11765501]","[0.011880776723830254, 17482.59326177467, 9407968.304215003]","[0.013614305935146289, 21104.05331074264, 8496738.47868482]","[0.01245683473927533, 17138.609653424308, 9415421.682920657]","[0.007526197045366482, 5453.809564110899, 10423340.898178836]","[0.006193889652891838, 6430.652922620984, 10583918.656406015]","[0.00876703063934799, 8503.000735761223, 9504271.43036084]","[0.00744315640061682, 5033.357971284988, 11496645.146395152]","[0.006936610749564419, 5092.090149848957, 11887608.59325828]","[0.007226118167952207, 6743.973676508031, 9785378.20149811]","[0.007478148451961324, 6734.366992627134, 9640395.04081573]","[0.006826182826395216, 5481.502198504533, 11838000.94724771]","[0.007742629182930721, 5384.697131590518, 9730275.983579582]",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"[0.013614305935146289, 21104.05331074264, 8496738.47868482]","[0.006904955291223618, 5448.540902122181, 11515492.795579374]","[0.01177992430945503, 18278.917115009506, 8907078.19226297]","[0.007075636209600296, 6369.020678499648, 10021964.014900189]","[0.006906279473872915, 5387.540237141241, 10890051.383003823]","[0.014775409611932544, 23418.999819263274, 8247562.621351494]","[0.007513699395706619, 5030.830365684803, 11455163.11765501]","[0.013614305935146289, 21104.05331074264, 8496738.47868482]","[0.006193889652891838, 6430.652922620984, 10583918.656406015]","[0.00744315640061682, 5033.357971284988, 11496645.146395152]","[0.007226118167952207, 6743.973676508031, 9785378.20149811]","[0.007478148451961324, 6734.366992627134, 9640395.04081573]","[0.014390752043939694, 21080.583434523713, 8494128.189123677]","[0.007688241969734698, 5348.194926256232, 9320965.676535817]","[0.007514836278967294, 5442.297789947916, 10286622.982180486]","[0.006854100444588818, 5071.583725403935, 11636352.90556489]","[0.013891852073160762, 21103.998997000213, 8496654.817339763]","[0.006522381114934842, 5454.918939981862, 10396956.056560025]","[0.007075636209600296, 6369.020678499648, 10021964.014900189]","[0.007478148451961324, 6734.366992627134, 9640395.04081573]","[0.013177535033444305, 17443.121351824648, 8909449.119011162]","[0.007355091218742828, 5387.035290009395, 10895837.870532095]",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"[0.013614305935146289, 21104.05331074264, 8496738.47868482]","[0.01177992430945503, 18278.917115009506, 8907078.19226297]","[0.007513699395706619, 5030.830365684803, 11455163.11765501]","[0.013614305935146289, 21104.05331074264, 8496738.47868482]","[0.006193889652891838, 6430.652922620984, 10583918.656406015]","[0.00744315640061682, 5033.357971284988, 11496645.146395152]","[0.014390752043939694, 21080.583434523713, 8494128.189123677]","[0.007688241969734698, 5348.194926256232, 9320965.676535817]","[0.006854100444588818, 5071.583725403935, 11636352.90556489]","[0.013891852073160762, 21103.998997000213, 8496654.817339763]","[0.006522381114934842, 5454.918939981862, 10396956.056560025]","[0.013177535033444305, 17443.121351824648, 8909449.119011162]","[0.0077019610433998005, 5346.689145983211, 9315249.410841137]","[0.013985016251546701, 21092.202334607362, 8490697.434479466]","[0.00810301574616528, 8459.095650495114, 8990184.01147468]","[0.006551773830814693, 5364.9018066948875, 9464092.02140565]","[0.01177992430945503, 18278.917115009506, 8907078.19226297]","[0.014508883363108823, 21069.54528107016, 8222817.941394899]",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"[0.013614305935146289, 21104.05331074264, 8496738.47868482]","[0.01177992430945503, 18278.917115009506, 8907078.19226297]","[0.007513699395706619, 5030.830365684803, 11455163.11765501]","[0.013614305935146289, 21104.05331074264, 8496738.47868482]","[0.006193889652891838, 6430.652922620984, 10583918.656406015]","[0.00744315640061682, 5033.357971284988, 11496645.146395152]","[0.014390752043939694, 21080.583434523713, 8494128.189123677]","[0.007688241969734698, 5348.194926256232, 9320965.676535817]","[0.013891852073160762, 21103.998997000213, 8496654.817339763]","[0.006522381114934842, 5454.918939981862, 10396956.056560025]","[0.0077019610433998005, 5346.689145983211, 9315249.410841137]","[0.013985016251546701, 21092.202334607362, 8490697.434479466]","[0.00810301574616528, 8459.095650495114, 8990184.01147468]","[0.006551773830814693, 5364.9018066948875, 9464092.02140565]","[0.01177992430945503, 18278.917115009506, 8907078.19226297]","[0.014508883363108823, 21069.54528107016, 8222817.941394899]","[0.0077019610433998005, 5346.689145983211, 9315249.410841137]","[0.014663720081929484, 21074.59001858052, 8082444.978708353]","[0.012653202918103552, 17426.939404006553, 8764296.132856108]","[0.0068393189843006, 5041.090693374446, 11358970.627042852]","[0.01177992430945503, 18278.917115009506, 8907078.19226297]","[0.007560875693516025, 5336.397172241177, 10375623.814600956]",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"[0.013614305935146289, 21104.05331074264, 8496738.47868482]","[0.01177992430945503, 18278.917115009506, 8907078.19226297]","[0.013614305935146289, 21104.05331074264, 8496738.47868482]","[0.006193889652891838, 6430.652922620984, 10583918.656406015]","[0.00744315640061682, 5033.357971284988, 11496645.146395152]","[0.014390752043939694, 21080.583434523713, 8494128.189123677]","[0.013891852073160762, 21103.998997000213, 8496654.817339763]","[0.006522381114934842, 5454.918939981862, 10396956.056560025]","[0.013985016251546701, 21092.202334607362, 8490697.434479466]","[0.00810301574616528, 8459.095650495114, 8990184.01147468]","[0.01177992430945503, 18278.917115009506, 8907078.19226297]","[0.014508883363108823, 21069.54528107016, 8222817.941394899]","[0.014663720081929484, 21074.59001858052, 8082444.978708353]","[0.012653202918103552, 17426.939404006553, 8764296.132856108]","[0.0068393189843006, 5041.090693374446, 11358970.627042852]","[0.01177992430945503, 18278.917115009506, 8907078.19226297]","[0.006451444269713803, 5458.416135195956, 10461477.688350802]","[0.007100516838892011, 5331.520361317392, 10355495.362952277]","[0.007679480949234587, 5328.323628352527, 9112310.298360692]","[0.0065339428138989335, 5360.412182168429, 9448427.66395228]","[0.008666090212995824, 8460.528015752674, 8966191.068417605]","[0.006180254987417289, 6476.663609427738, 11068956.455658078]","[0.00962586788154215, 8455.917330884962, 8980485.410476068]","[0.007491037045690439, 4987.864177460664, 11053030.240856288]","[0.007361962668016039, 6297.216009193517, 9343237.723126017]","[0.012576764066777482, 18229.939211387566, 8571999.130004538]","[0.007266468820312354, 5296.5497760025055, 10005727.732603384]","[0.00682935874584745, 5100.589705160471, 11954458.393896189]",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"[0.006193889652891838, 6430.652922620984, 10583918.656406015]","[0.006522381114934842, 5454.918939981862, 10396956.056560025]","[0.00810301574616528, 8459.095650495114, 8990184.01147468]","[0.014508883363108823, 21069.54528107016, 8222817.941394899]","[0.014663720081929484, 21074.59001858052, 8082444.978708353]","[0.012653202918103552, 17426.939404006553, 8764296.132856108]","[0.0068393189843006, 5041.090693374446, 11358970.627042852]","[0.006451444269713803, 5458.416135195956, 10461477.688350802]","[0.007100516838892011, 5331.520361317392, 10355495.362952277]","[0.007679480949234587, 5328.323628352527, 9112310.298360692]","[0.0065339428138989335, 5360.412182168429, 9448427.66395228]","[0.008666090212995824, 8460.528015752674, 8966191.068417605]","[0.006180254987417289, 6476.663609427738, 11068956.455658078]","[0.007491037045690439, 4987.864177460664, 11053030.240856288]","[0.012576764066777482, 18229.939211387566, 8571999.130004538]","[0.007266468820312354, 5296.5497760025055, 10005727.732603384]","[0.007068415707704934, 5343.804485548253, 9318961.101152504]","[0.013631311615408842, 21082.538991784913, 8238998.920930175]","[0.00680340876207186, 5072.57692998534, 11698570.257539118]","[0.007031356080765869, 5001.9395447947345, 11199541.113321945]","[0.011528522953939226, 18252.926400761535, 8452230.465751374]","[0.008222913515097312, 6670.315588424319, 8972826.413395347]","[0.007506050754621161, 4948.333333748582, 10628425.822307834]",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"[0.006193889652891838, 6430.652922620984, 10583918.656406015]","[0.006522381114934842, 5454.918939981862, 10396956.056560025]","[0.0068393189843006, 5041.090693374446, 11358970.627042852]","[0.006451444269713803, 5458.416135195956, 10461477.688350802]","[0.007100516838892011, 5331.520361317392, 10355495.362952277]","[0.007679480949234587, 5328.323628352527, 9112310.298360692]","[0.0065339428138989335, 5360.412182168429, 9448427.66395228]","[0.012576764066777482, 18229.939211387566, 8571999.130004538]","[0.007266468820312354, 5296.5497760025055, 10005727.732603384]","[0.007068415707704934, 5343.804485548253, 9318961.101152504]","[0.013631311615408842, 21082.538991784913, 8238998.920930175]","[0.00680340876207186, 5072.57692998534, 11698570.257539118]","[0.007031356080765869, 5001.9395447947345, 11199541.113321945]","[0.011528522953939226, 18252.926400761535, 8452230.465751374]","[0.007443819417421348, 4939.357709390823, 10573455.718018377]","[0.007331217882732158, 6259.208023586209, 8923349.34865873]","[0.013735921828404246, 21056.11381831515, 7976323.563939514]","[0.007089194797609148, 4966.939074017659, 10849184.663167797]","[0.013606715888995266, 21095.55280340024, 8312529.596709216]","[0.009356838723218387, 8430.443698182287, 8695156.849237401]","[0.008340736388147162, 5062.15830570604, 9701825.564807598]","[0.007193143516106454, 5317.5262873288675, 10194009.600926599]","[0.005937073858775578, 6434.65488663989, 10619406.940170323]",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"[0.006522381114934842, 5454.918939981862, 10396956.056560025]","[0.0068393189843006, 5041.090693374446, 11358970.627042852]","[0.006451444269713803, 5458.416135195956, 10461477.688350802]","[0.007679480949234587, 5328.323628352527, 9112310.298360692]","[0.0065339428138989335, 5360.412182168429, 9448427.66395228]","[0.012576764066777482, 18229.939211387566, 8571999.130004538]","[0.007266468820312354, 5296.5497760025055, 10005727.732603384]","[0.007068415707704934, 5343.804485548253, 9318961.101152504]","[0.013631311615408842, 21082.538991784913, 8238998.920930175]","[0.007031356080765869, 5001.9395447947345, 11199541.113321945]","[0.011528522953939226, 18252.926400761535, 8452230.465751374]","[0.007331217882732158, 6259.208023586209, 8923349.34865873]","[0.013735921828404246, 21056.11381831515, 7976323.563939514]","[0.013606715888995266, 21095.55280340024, 8312529.596709216]","[0.009356838723218387, 8430.443698182287, 8695156.849237401]","[0.008340736388147162, 5062.15830570604, 9701825.564807598]","[0.005937073858775578, 6434.65488663989, 10619406.940170323]","[0.007068415707704934, 5343.804485548253, 9318961.101152504]","[0.007550956181511541, 4859.80984017021, 9739324.255818726]","[0.006390310882120986, 6393.628147254295, 10244599.613319151]","[0.006620245757084276, 5052.590942102459, 11440715.597842839]","[0.006590145947273704, 5048.081043135384, 11457476.217540592]","[0.006522381114934842, 5454.918939981862, 10396956.056560025]","[0.006158432837797734, 6393.155812034141, 10244656.069878304]","[0.008436720322661797, 8450.116734887237, 8897038.267958542]","[0.007079560006142462, 4889.383982922099, 10057343.970749626]","[0.0068309092208266075, 5043.088977684975, 11385139.790700778]",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"[0.0068393189843006, 5041.090693374446, 11358970.627042852]","[0.007679480949234587, 5328.323628352527, 9112310.298360692]","[0.0065339428138989335, 5360.412182168429, 9448427.66395228]","[0.007266468820312354, 5296.5497760025055, 10005727.732603384]","[0.007068415707704934, 5343.804485548253, 9318961.101152504]","[0.013631311615408842, 21082.538991784913, 8238998.920930175]","[0.013735921828404246, 21056.11381831515, 7976323.563939514]","[0.008340736388147162, 5062.15830570604, 9701825.564807598]","[0.005937073858775578, 6434.65488663989, 10619406.940170323]","[0.007068415707704934, 5343.804485548253, 9318961.101152504]","[0.007550956181511541, 4859.80984017021, 9739324.255818726]","[0.006620245757084276, 5052.590942102459, 11440715.597842839]","[0.006590145947273704, 5048.081043135384, 11457476.217540592]","[0.007079560006142462, 4889.383982922099, 10057343.970749626]","[0.0068309092208266075, 5043.088977684975, 11385139.790700778]","[0.00643396755553392, 5093.116820413881, 11872508.343021221]","[0.0069561693131600195, 4992.08641845064, 10858852.653328383]","[0.006145647469942828, 5386.911173771269, 9739519.179156536]","[0.007319414208192703, 6235.214593799979, 8691200.702869564]","[0.006590145947273704, 5048.081043135384, 11457476.217540592]","[0.009362731831463193, 8378.41585229907, 8242803.033344555]",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"[0.007679480949234587, 5328.323628352527, 9112310.298360692]","[0.0065339428138989335, 5360.412182168429, 9448427.66395228]","[0.013631311615408842, 21082.538991784913, 8238998.920930175]","[0.013735921828404246, 21056.11381831515, 7976323.563939514]","[0.008340736388147162, 5062.15830570604, 9701825.564807598]","[0.005937073858775578, 6434.65488663989, 10619406.940170323]","[0.007550956181511541, 4859.80984017021, 9739324.255818726]","[0.006620245757084276, 5052.590942102459, 11440715.597842839]","[0.006590145947273704, 5048.081043135384, 11457476.217540592]","[0.007079560006142462, 4889.383982922099, 10057343.970749626]","[0.00643396755553392, 5093.116820413881, 11872508.343021221]","[0.0069561693131600195, 4992.08641845064, 10858852.653328383]","[0.006145647469942828, 5386.911173771269, 9739519.179156536]","[0.007319414208192703, 6235.214593799979, 8691200.702869564]","[0.006590145947273704, 5048.081043135384, 11457476.217540592]","[0.009362731831463193, 8378.41585229907, 8242803.033344555]","[0.006573909158798223, 5297.977708672526, 10411968.079476709]","[0.006801306327966546, 5341.787317065172, 9236766.269174015]","[0.006556890646922504, 5359.534430647293, 10605751.867890513]","[0.006641893162892435, 5242.999626283223, 9472751.36115541]","[0.006155334088926214, 5369.405136567713, 9548551.958139254]","[0.008701104541881345, 5322.817179261278, 9033621.517804613]","[0.006794829639346965, 5005.080992077667, 10972142.505935932]","[0.006708894211639985, 5000.572254505127, 10985023.046689795]",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
