"[0.01051178754859678, 6783.2007025249195, 10281412.94156182]","[0.011363215960082615, 6671.9480959326, 10259163.586106138]","[0.01371446439432231, 18581.75950777137, 9691131.827771675]","[0.008850386258422199, 7150.904310455267, 11249229.52922726]","[0.01571903054037248, 19547.57376863674, 9079199.801817087]","[0.006925201125075101, 4872.006569542852, 11411352.301983919]","[0.008851663730212652, 6115.632430549555, 10812303.063624792]","[0.013580615441396968, 16558.678245169373, 9992665.648786033]","[0.012248669036240936, 8720.313048525099, 11621386.942961756]","[0.00927321476446046, 6591.935990980668, 12281106.512177378]","[0.01594916303748079, 21332.34435546273, 10967661.242214538]","[0.01664952736584466, 19578.37009733633, 11174709.428199748]","[0.007486366739607035, 5089.891975324045, 12553071.103386477]","[0.009500414656555458, 6222.978115958222, 11915855.59920039]","[0.017531129583591466, 18675.372844890346, 11276398.824748626]","[0.01754759843840379, 23395.9460595838, 9374112.369860038]","[0.01667444325788644, 19583.392571037835, 10548586.791519636]","[0.014598755840968931, 17061.352350507437, 11363029.888055742]","[0.015616035528377717, 16859.21112265747, 11557776.933230985]",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"[0.01051178754859678, 6783.2007025249195, 10281412.94156182]","[0.011363215960082615, 6671.9480959326, 10259163.586106138]","[0.01371446439432231, 18581.75950777137, 9691131.827771675]","[0.008850386258422199, 7150.904310455267, 11249229.52922726]","[0.01571903054037248, 19547.57376863674, 9079199.801817087]","[0.006925201125075101, 4872.006569542852, 11411352.301983919]","[0.008851663730212652, 6115.632430549555, 10812303.063624792]","[0.013580615441396968, 16558.678245169373, 9992665.648786033]","[0.019735259299756742, 22849.291068161467, 10926849.520488316]","[0.022864354514648078, 19572.408247137882, 11021702.668260397]","[0.018173981688660436, 22481.43441261242, 11003467.010760639]","[0.020536022828620444, 23631.454674343408, 10847054.00168857]","[0.009140178978272144, 7314.8937392938205, 12961178.47714613]","[0.0091447512620759, 7622.542917667665, 12674069.190332975]","[0.009148226558320045, 6349.542484417725, 13208584.164335076]","[0.020789482825693484, 27293.298952207875, 9956745.618028719]","[0.009251032484063197, 6148.056226125953, 11186856.632094411]",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"[0.01051178754859678, 6783.2007025249195, 10281412.94156182]","[0.011363215960082615, 6671.9480959326, 10259163.586106138]","[0.01371446439432231, 18581.75950777137, 9691131.827771675]","[0.008850386258422199, 7150.904310455267, 11249229.52922726]","[0.01571903054037248, 19547.57376863674, 9079199.801817087]","[0.006925201125075101, 4872.006569542852, 11411352.301983919]","[0.008851663730212652, 6115.632430549555, 10812303.063624792]","[0.013580615441396968, 16558.678245169373, 9992665.648786033]","[0.007783427811859865, 6871.790808399247, 11051840.141078096]","[0.008262136853356812, 5405.300481293495, 11514066.520601172]","[0.010237482900919501, 7044.394247774334, 10125997.272779038]",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"[0.01051178754859678, 6783.2007025249195, 10281412.94156182]","[0.011363215960082615, 6671.9480959326, 10259163.586106138]","[0.01371446439432231, 18581.75950777137, 9691131.827771675]","[0.01571903054037248, 19547.57376863674, 9079199.801817087]","[0.006925201125075101, 4872.006569542852, 11411352.301983919]","[0.008851663730212652, 6115.632430549555, 10812303.063624792]","[0.013580615441396968, 16558.678245169373, 9992665.648786033]","[0.007783427811859865, 6871.790808399247, 11051840.141078096]","[0.010237482900919501, 7044.394247774334, 10125997.272779038]","[0.019074384225342036, 16460.696051213716, 11151020.412245631]","[0.016652472352420674, 17570.708930467565, 10143069.516048584]","[0.008324043386799951, 5617.699262356971, 12010083.99121464]","[0.009315173847071135, 6523.885822332676, 11656950.0667702]","[0.01316444684142127, 8683.832910743407, 11330522.025775248]","[0.008731722518497345, 5432.740018318149, 11801417.322157275]","[0.01664909232990534, 19595.84565154777, 10795443.466863727]",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"[0.01051178754859678, 6783.2007025249195, 10281412.94156182]","[0.011363215960082615, 6671.9480959326, 10259163.586106138]","[0.01371446439432231, 18581.75950777137, 9691131.827771675]","[0.01571903054037248, 19547.57376863674, 9079199.801817087]","[0.006925201125075101, 4872.006569542852, 11411352.301983919]","[0.008851663730212652, 6115.632430549555, 10812303.063624792]","[0.013580615441396968, 16558.678245169373, 9992665.648786033]","[0.007783427811859865, 6871.790808399247, 11051840.141078096]","[0.010237482900919501, 7044.394247774334, 10125997.272779038]","[0.015006501032703023, 19415.3145489821, 9526296.353077982]","[0.007910893745207242, 6537.493062318145, 11772624.036841791]","[0.01502769956337567, 19219.18834970762, 10615680.16622276]","[0.009823164018152973, 6829.210863829356, 10652488.345214885]","[0.011087951741646342, 6096.108178850408, 10635651.710032623]","[0.008964732697003258, 5449.342752703025, 11829227.266132032]","[0.008316005985863649, 5395.437632444424, 12515713.031430855]",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"[0.01051178754859678, 6783.2007025249195, 10281412.94156182]","[0.011363215960082615, 6671.9480959326, 10259163.586106138]","[0.01371446439432231, 18581.75950777137, 9691131.827771675]","[0.01571903054037248, 19547.57376863674, 9079199.801817087]","[0.006925201125075101, 4872.006569542852, 11411352.301983919]","[0.008851663730212652, 6115.632430549555, 10812303.063624792]","[0.013580615441396968, 16558.678245169373, 9992665.648786033]","[0.007783427811859865, 6871.790808399247, 11051840.141078096]","[0.010237482900919501, 7044.394247774334, 10125997.272779038]","[0.015006501032703023, 19415.3145489821, 9526296.353077982]","[0.009823164018152973, 6829.210863829356, 10652488.345214885]","[0.011087951741646342, 6096.108178850408, 10635651.710032623]","[0.010365471840215003, 6588.840405339855, 12266442.512174066]","[0.010351945598033534, 6910.249411432445, 11470085.742947938]","[0.009646784181146374, 6596.919076252976, 12355078.254242975]","[0.008522612815787972, 7585.543614338625, 12334244.71527378]","[0.009464925100540915, 7556.489298583047, 12049278.203965431]","[0.01859411588445878, 16576.35003015617, 11140026.745124277]","[0.007607732681086502, 5574.8218842087945, 13166472.378484638]","[0.009659752992794918, 6937.714224807605, 11735725.59568536]","[0.015018921622939439, 19104.883387908612, 9590317.040727446]","[0.01362235472054356, 17196.496789258235, 10217526.802998507]","[0.014322563454517639, 17063.074332461627, 11300137.108337129]",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"[0.01051178754859678, 6783.2007025249195, 10281412.94156182]","[0.011363215960082615, 6671.9480959326, 10259163.586106138]","[0.01371446439432231, 18581.75950777137, 9691131.827771675]","[0.01571903054037248, 19547.57376863674, 9079199.801817087]","[0.006925201125075101, 4872.006569542852, 11411352.301983919]","[0.008851663730212652, 6115.632430549555, 10812303.063624792]","[0.013580615441396968, 16558.678245169373, 9992665.648786033]","[0.007783427811859865, 6871.790808399247, 11051840.141078096]","[0.010237482900919501, 7044.394247774334, 10125997.272779038]","[0.015006501032703023, 19415.3145489821, 9526296.353077982]","[0.009823164018152973, 6829.210863829356, 10652488.345214885]","[0.011087951741646342, 6096.108178850408, 10635651.710032623]","[0.015018921622939439, 19104.883387908612, 9590317.040727446]","[0.0069987307426585665, 4771.321218546829, 12304250.161478389]","[0.01585305663390026, 17216.478251519744, 9871671.57391096]","[0.007096450968528026, 5295.391405411832, 11467918.563789219]","[0.009767864172090497, 8684.383039744918, 11313333.444938665]","[0.012817528777992412, 7421.494616482191, 10685876.09663272]",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"[0.01051178754859678, 6783.2007025249195, 10281412.94156182]","[0.011363215960082615, 6671.9480959326, 10259163.586106138]","[0.01371446439432231, 18581.75950777137, 9691131.827771675]","[0.01571903054037248, 19547.57376863674, 9079199.801817087]","[0.006925201125075101, 4872.006569542852, 11411352.301983919]","[0.008851663730212652, 6115.632430549555, 10812303.063624792]","[0.013580615441396968, 16558.678245169373, 9992665.648786033]","[0.007783427811859865, 6871.790808399247, 11051840.141078096]","[0.010237482900919501, 7044.394247774334, 10125997.272779038]","[0.015006501032703023, 19415.3145489821, 9526296.353077982]","[0.009823164018152973, 6829.210863829356, 10652488.345214885]","[0.011087951741646342, 6096.108178850408, 10635651.710032623]","[0.015018921622939439, 19104.883387908612, 9590317.040727446]","[0.0069987307426585665, 4771.321218546829, 12304250.161478389]","[0.01585305663390026, 17216.478251519744, 9871671.57391096]","[0.010630782831032515, 8678.823178976529, 11287043.364993876]","[0.016452185823047135, 17023.580181713085, 10986432.89847415]","[0.01062257769070866, 8860.392741812078, 13239943.41785345]","[0.01676055395677511, 19631.115715358883, 10277633.9485585]","[0.010746605253660717, 7169.393404607559, 11425356.339194724]","[0.019964364019262264, 19620.164418423497, 10017239.939080758]","[0.021722809897599914, 19517.385884728443, 10818834.254988648]","[0.016606728427743002, 20087.33597206529, 9992570.121099817]",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"[0.01051178754859678, 6783.2007025249195, 10281412.94156182]","[0.011363215960082615, 6671.9480959326, 10259163.586106138]","[0.01371446439432231, 18581.75950777137, 9691131.827771675]","[0.01571903054037248, 19547.57376863674, 9079199.801817087]","[0.006925201125075101, 4872.006569542852, 11411352.301983919]","[0.008851663730212652, 6115.632430549555, 10812303.063624792]","[0.013580615441396968, 16558.678245169373, 9992665.648786033]","[0.007783427811859865, 6871.790808399247, 11051840.141078096]","[0.010237482900919501, 7044.394247774334, 10125997.272779038]","[0.015006501032703023, 19415.3145489821, 9526296.353077982]","[0.009823164018152973, 6829.210863829356, 10652488.345214885]","[0.011087951741646342, 6096.108178850408, 10635651.710032623]","[0.015018921622939439, 19104.883387908612, 9590317.040727446]","[0.0069987307426585665, 4771.321218546829, 12304250.161478389]","[0.01585305663390026, 17216.478251519744, 9871671.57391096]","[0.015894119707377415, 17423.244226369483, 11774899.547226753]","[0.01002557852205545, 8857.422190300857, 13110956.944554098]","[0.016751585437080337, 17346.714680073586, 11247664.946307916]","[0.009664794774921843, 8870.390569843015, 13338221.663880205]","[0.013469111317995624, 19535.439230166845, 10111539.805085775]","[0.019845072309462485, 17044.11924223183, 11188368.567881117]","[0.011410080134495579, 8755.355043518364, 12087356.574564107]","[0.013444462005324023, 8741.322807694352, 12010417.448915783]","[0.01356532053328427, 17493.235839678695, 11011709.83458072]","[0.015539620919903118, 18357.664394852425, 10199201.002938151]",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"[0.01051178754859678, 6783.2007025249195, 10281412.94156182]","[0.011363215960082615, 6671.9480959326, 10259163.586106138]","[0.01371446439432231, 18581.75950777137, 9691131.827771675]","[0.01571903054037248, 19547.57376863674, 9079199.801817087]","[0.006925201125075101, 4872.006569542852, 11411352.301983919]","[0.008851663730212652, 6115.632430549555, 10812303.063624792]","[0.013580615441396968, 16558.678245169373, 9992665.648786033]","[0.007783427811859865, 6871.790808399247, 11051840.141078096]","[0.010237482900919501, 7044.394247774334, 10125997.272779038]","[0.015006501032703023, 19415.3145489821, 9526296.353077982]","[0.009823164018152973, 6829.210863829356, 10652488.345214885]","[0.011087951741646342, 6096.108178850408, 10635651.710032623]","[0.015018921622939439, 19104.883387908612, 9590317.040727446]","[0.0069987307426585665, 4771.321218546829, 12304250.161478389]","[0.01585305663390026, 17216.478251519744, 9871671.57391096]","[0.013469111317995624, 19535.439230166845, 10111539.805085775]","[0.015104217668485907, 19629.86917410018, 11261053.264779495]","[0.009028852638388426, 7690.5463864442145, 13450033.59826697]","[0.00956101213113768, 8678.402477568867, 11334591.040875988]","[0.024511929037813726, 36205.7213084491, 8563007.13139528]","[0.01806051089453777, 17369.662417144802, 10835687.256587233]","[0.010842983894248398, 7158.445300416195, 11383589.804786248]",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"[0.01051178754859678, 6783.2007025249195, 10281412.94156182]","[0.011363215960082615, 6671.9480959326, 10259163.586106138]","[0.01371446439432231, 18581.75950777137, 9691131.827771675]","[0.01571903054037248, 19547.57376863674, 9079199.801817087]","[0.006925201125075101, 4872.006569542852, 11411352.301983919]","[0.008851663730212652, 6115.632430549555, 10812303.063624792]","[0.013580615441396968, 16558.678245169373, 9992665.648786033]","[0.007783427811859865, 6871.790808399247, 11051840.141078096]","[0.010237482900919501, 7044.394247774334, 10125997.272779038]","[0.015006501032703023, 19415.3145489821, 9526296.353077982]","[0.009823164018152973, 6829.210863829356, 10652488.345214885]","[0.011087951741646342, 6096.108178850408, 10635651.710032623]","[0.015018921622939439, 19104.883387908612, 9590317.040727446]","[0.0069987307426585665, 4771.321218546829, 12304250.161478389]","[0.01585305663390026, 17216.478251519744, 9871671.57391096]","[0.013469111317995624, 19535.439230166845, 10111539.805085775]","[0.024511929037813726, 36205.7213084491, 8563007.13139528]","[0.014735961854160665, 16652.093245501917, 10954249.279717647]","[0.01462041830818218, 17539.716059107748, 11617990.089660974]","[0.013958836949285548, 17561.251848323813, 11534587.589164872]","[0.017571692587398668, 22819.54003584953, 9842804.683200214]","[0.014721595082156345, 17422.23767257829, 11485502.918717904]","[0.014673547694597337, 20497.461771550246, 10777204.331765441]","[0.015228444646838434, 17317.7715855956, 10859069.140678927]","[0.016192397645037968, 20462.98160453496, 10452870.25100035]","[0.007637369427995666, 5305.4179067339255, 11623941.910282161]",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"[0.01051178754859678, 6783.2007025249195, 10281412.94156182]","[0.011363215960082615, 6671.9480959326, 10259163.586106138]","[0.01371446439432231, 18581.75950777137, 9691131.827771675]","[0.01571903054037248, 19547.57376863674, 9079199.801817087]","[0.006925201125075101, 4872.006569542852, 11411352.301983919]","[0.008851663730212652, 6115.632430549555, 10812303.063624792]","[0.013580615441396968, 16558.678245169373, 9992665.648786033]","[0.007783427811859865, 6871.790808399247, 11051840.141078096]","[0.010237482900919501, 7044.394247774334, 10125997.272779038]","[0.015006501032703023, 19415.3145489821, 9526296.353077982]","[0.009823164018152973, 6829.210863829356, 10652488.345214885]","[0.011087951741646342, 6096.108178850408, 10635651.710032623]","[0.015018921622939439, 19104.883387908612, 9590317.040727446]","[0.0069987307426585665, 4771.321218546829, 12304250.161478389]","[0.01585305663390026, 17216.478251519744, 9871671.57391096]","[0.013469111317995624, 19535.439230166845, 10111539.805085775]","[0.024511929037813726, 36205.7213084491, 8563007.13139528]","[0.0166868299025774, 17001.1190505341, 10672431.588062998]","[0.01502001864398326, 17038.594626988208, 10909375.16815738]","[0.012891320449676467, 17542.750637369903, 11711097.529598659]","[0.012961428111926156, 17400.31733266752, 11187970.515342616]","[0.014683582306028665, 17393.539720781944, 9981512.780271798]","[0.011663812947145767, 8742.769837710131, 11987795.756753867]","[0.0144117050189444, 17062.141559717136, 11273840.082870033]","[0.01453354742619196, 17289.721932440752, 10498405.147398356]","[0.015223457018733786, 16660.105324189346, 11107431.516367488]",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"[0.01051178754859678, 6783.2007025249195, 10281412.94156182]","[0.011363215960082615, 6671.9480959326, 10259163.586106138]","[0.01371446439432231, 18581.75950777137, 9691131.827771675]","[0.01571903054037248, 19547.57376863674, 9079199.801817087]","[0.006925201125075101, 4872.006569542852, 11411352.301983919]","[0.008851663730212652, 6115.632430549555, 10812303.063624792]","[0.013580615441396968, 16558.678245169373, 9992665.648786033]","[0.007783427811859865, 6871.790808399247, 11051840.141078096]","[0.010237482900919501, 7044.394247774334, 10125997.272779038]","[0.015006501032703023, 19415.3145489821, 9526296.353077982]","[0.009823164018152973, 6829.210863829356, 10652488.345214885]","[0.011087951741646342, 6096.108178850408, 10635651.710032623]","[0.015018921622939439, 19104.883387908612, 9590317.040727446]","[0.0069987307426585665, 4771.321218546829, 12304250.161478389]","[0.01585305663390026, 17216.478251519744, 9871671.57391096]","[0.013469111317995624, 19535.439230166845, 10111539.805085775]","[0.024511929037813726, 36205.7213084491, 8563007.13139528]","[0.014683582306028665, 17393.539720781944, 9981512.780271798]","[0.013038801472234223, 17368.264131810087, 11076144.576551737]","[0.017515739829635397, 17011.02026915128, 10814428.132694498]","[0.02061458359598677, 17283.257322040914, 10574758.203466749]","[0.012134489213055672, 17470.138715074412, 10780383.037232062]","[0.013969872343920633, 19896.974093149332, 9543050.002916964]","[0.014386608980951891, 16643.12533848238, 10817681.052526383]","[0.017686828898476822, 17927.98835113514, 10378303.54224569]","[0.015173516241618279, 17358.230417643423, 10749860.145739011]","[0.010767526208262997, 8743.848321518306, 12043209.870884642]","[0.014502856798221936, 19119.752287118903, 10269680.589943541]","[0.017178644728960715, 17335.692946349576, 10481784.74763911]","[0.020337454726388968, 16552.852653522907, 10838275.327284887]","[0.013332494843031296, 8638.273795788129, 10885675.333721898]",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
