"[0.006567902270535066, 3772.7854898269893, 8297000.541934642]","[0.006114899478728785, 3837.772339235789, 8944183.562766468]","[0.006659647727003618, 3729.275743133724, 7862829.308268895]","[0.005917964136913699, 3890.2874898860446, 9468798.127784519]","[0.00607110276123358, 3844.7668822482733, 9011472.013726631]","[0.006659647727003618, 3729.275743133724, 7862829.308268895]","[0.006432171779488774, 3772.788712901388, 8296516.423032902]","[0.00652698186559119, 3731.2673067939572, 9779620.93301111]","[0.005990538317011084, 3847.2785780883773, 9050505.16299806]","[0.006678719100991983, 3712.768640091418, 7711973.5172509765]","[0.006649988741159773, 3620.173358056844, 8674586.848900745]","[0.006601522747347683, 3767.772644655224, 8248550.042779054]","[0.006163153894074727, 3811.728763776782, 10628694.271467576]","[0.0062071809241733165, 3800.3070640534115, 8572861.012122013]","[0.006622215014657928, 3739.2398037260305, 7955408.947245972]","[0.006203272183691457, 3794.2389704563548, 10439878.000787642]",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"[0.006567902270535066, 3772.7854898269893, 8297000.541934642]","[0.006114899478728785, 3837.772339235789, 8944183.562766468]","[0.00607110276123358, 3844.7668822482733, 9011472.013726631]","[0.006432171779488774, 3772.788712901388, 8296516.423032902]","[0.005990538317011084, 3847.2785780883773, 9050505.16299806]","[0.006678719100991983, 3712.768640091418, 7711973.5172509765]","[0.006649988741159773, 3620.173358056844, 8674586.848900745]","[0.0062071809241733165, 3800.3070640534115, 8572861.012122013]","[0.006114899478728785, 3837.772339235789, 8944183.562766468]","[0.00659438674209391, 3729.2753601156437, 7862621.4428412905]","[0.006486144930914621, 3664.2822658575833, 9091230.619956724]","[0.006432171779488774, 3772.788712901388, 8296516.423032902]","[0.005840986441686334, 3690.271350957385, 9341020.042904599]","[0.006593270678590401, 3729.2757853422604, 7863003.238803658]","[0.005885022323148566, 3665.701484395704, 9116844.45643033]","[0.0065924395586432465, 3743.2761020972735, 8001012.07961029]",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"[0.006114899478728785, 3837.772339235789, 8944183.562766468]","[0.00607110276123358, 3844.7668822482733, 9011472.013726631]","[0.006649988741159773, 3620.173358056844, 8674586.848900745]","[0.0062071809241733165, 3800.3070640534115, 8572861.012122013]","[0.006114899478728785, 3837.772339235789, 8944183.562766468]","[0.005840986441686334, 3690.271350957385, 9341020.042904599]","[0.005858745812261616, 3656.688302974503, 9047459.427794758]","[0.00567128503285747, 4042.8105984572603, 11050736.60189129]","[0.006294671263079065, 3772.79497040988, 8296658.794796456]","[0.0062791973126073534, 3791.801455721842, 8482575.318154557]","[0.006466661125818101, 3711.274977097564, 7673282.732174849]","[0.005669297344309142, 4055.3115353854973, 11185530.67639592]","[0.006315996713192575, 3771.2840929509734, 8288296.416569189]","[0.005835778725248977, 3764.6569855055277, 10126968.716631243]","[0.0060837079687834205, 3838.311228702512, 8971356.857376745]","[0.006597860942124997, 3697.7740373463594, 7539830.67525661]",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"[0.005840986441686334, 3690.271350957385, 9341020.042904599]","[0.005858745812261616, 3656.688302974503, 9047459.427794758]","[0.00567128503285747, 4042.8105984572603, 11050736.60189129]","[0.006294671263079065, 3772.79497040988, 8296658.794796456]","[0.0062791973126073534, 3791.801455721842, 8482575.318154557]","[0.006466661125818101, 3711.274977097564, 7673282.732174849]","[0.005669297344309142, 4055.3115353854973, 11185530.67639592]","[0.006315996713192575, 3771.2840929509734, 8288296.416569189]","[0.005835778725248977, 3764.6569855055277, 10126968.716631243]","[0.006597860942124997, 3697.7740373463594, 7539830.67525661]","[0.006323036232502998, 3592.2189417059067, 8391921.44973644]","[0.006301827510701089, 3772.789873223995, 8296796.5475557735]","[0.006411869631293997, 3550.209962263075, 7965937.9070859]","[0.0064970787345831164, 3533.7032422388493, 7814363.3366764635]","[0.005835778725248977, 3764.6569855055277, 10126968.716631243]","[0.006043274398954123, 3792.279447020035, 8494532.6772799]",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"[0.005840986441686334, 3690.271350957385, 9341020.042904599]","[0.005858745812261616, 3656.688302974503, 9047459.427794758]","[0.006294671263079065, 3772.79497040988, 8296658.794796456]","[0.006466661125818101, 3711.274977097564, 7673282.732174849]","[0.006315996713192575, 3771.2840929509734, 8288296.416569189]","[0.006597860942124997, 3697.7740373463594, 7539830.67525661]","[0.006301827510701089, 3772.789873223995, 8296796.5475557735]","[0.006411869631293997, 3550.209962263075, 7965937.9070859]","[0.0064970787345831164, 3533.7032422388493, 7814363.3366764635]","[0.006597860942124997, 3697.7740373463594, 7539830.67525661]","[0.00572923660257659, 3698.7020062166484, 9457339.246451017]","[0.005608493603850854, 3731.2564104433695, 9753077.501278443]","[0.006000986657249991, 3477.078698902493, 8327257.646631395]",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"[0.005858745812261616, 3656.688302974503, 9047459.427794758]","[0.005608493603850854, 3731.2564104433695, 9753077.501278443]","[0.006000986657249991, 3477.078698902493, 8327257.646631395]","[0.005724549682047674, 3574.5985835872516, 9304114.41665159]","[0.0059708150198766385, 3559.2636210561022, 8058687.571693234]","[0.005897017412016442, 3612.721124290993, 8595931.02512686]","[0.006224552693068645, 3492.2327460331985, 7361534.704562551]","[0.005438078561855294, 3876.778625170496, 9338004.395762434]","[0.00602029596748699, 3556.7922740547383, 8002908.148594455]",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"[0.006224552693068645, 3492.2327460331985, 7361534.704562551]","[0.005074543280771442, 3311.2418356931203, 9544675.70655841]","[0.005759504836659467, 3600.7589120795255, 8452208.38764676]","[0.005676243748155171, 3809.7365474574954, 8662808.725159762]","[0.005945203147900097, 3445.5769931151285, 8004117.475197705]","[0.005858796118619324, 3542.7632802465587, 7878567.930274565]","[0.005243762475540685, 3281.691513663383, 9254787.080859512]","[0.005893291715583761, 3539.247786813163, 7843711.631317688]",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"[0.006224552693068645, 3492.2327460331985, 7361534.704562551]","[0.005074543280771442, 3311.2418356931203, 9544675.70655841]","[0.005945203147900097, 3445.5769931151285, 8004117.475197705]","[0.005858796118619324, 3542.7632802465587, 7878567.930274565]","[0.005243762475540685, 3281.691513663383, 9254787.080859512]","[0.005893291715583761, 3539.247786813163, 7843711.631317688]","[0.0053934883158778145, 3609.765174885604, 8530123.878211863]","[0.005629684612666363, 3189.3122572646025, 8307084.631687789]","[0.005810409449506811, 3550.260322750789, 7957608.606244875]",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"[0.006224552693068645, 3492.2327460331985, 7361534.704562551]","[0.005074543280771442, 3311.2418356931203, 9544675.70655841]","[0.005858796118619324, 3542.7632802465587, 7878567.930274565]","[0.005810409449506811, 3550.260322750789, 7957608.606244875]","[0.005073580172569714, 3340.742278766804, 9846848.331329308]","[0.005892791520316156, 3402.0992811323267, 7565874.297607508]","[0.005358229100438012, 3158.3065395738995, 8002750.279627311]","[0.005196260276610728, 3235.1871623374495, 8788544.006745435]",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"[0.005074543280771442, 3311.2418356931203, 9544675.70655841]","[0.005073580172569714, 3340.742278766804, 9846848.331329308]","[0.005892791520316156, 3402.0992811323267, 7565874.297607508]","[0.005358229100438012, 3158.3065395738995, 8002750.279627311]","[0.005196260276610728, 3235.1871623374495, 8788544.006745435]","[0.005250502637234894, 3621.70821176457, 8666917.039269622]","[0.005568357801844523, 3130.788188421876, 7725810.279223975]","[0.005967485490672349, 3479.2350419902255, 7223781.344943977]","[0.005470884742208838, 3144.8055998226955, 7868747.047147669]","[0.005892791520316156, 3402.0992811323267, 7565874.297607508]","[0.0051735603622823575, 3256.2698405084375, 9021403.37167691]",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"[0.005074543280771442, 3311.2418356931203, 9544675.70655841]","[0.005073580172569714, 3340.742278766804, 9846848.331329308]","[0.005892791520316156, 3402.0992811323267, 7565874.297607508]","[0.005358229100438012, 3158.3065395738995, 8002750.279627311]","[0.005196260276610728, 3235.1871623374495, 8788544.006745435]","[0.005250502637234894, 3621.70821176457, 8666917.039269622]","[0.005568357801844523, 3130.788188421876, 7725810.279223975]","[0.005967485490672349, 3479.2350419902255, 7223781.344943977]","[0.005470884742208838, 3144.8055998226955, 7868747.047147669]","[0.005892791520316156, 3402.0992811323267, 7565874.297607508]","[0.0051735603622823575, 3256.2698405084375, 9021403.37167691]","[0.005692258722934254, 3517.2657209128733, 7622874.691540942]",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"[0.005074543280771442, 3311.2418356931203, 9544675.70655841]","[0.005073580172569714, 3340.742278766804, 9846848.331329308]","[0.005892791520316156, 3402.0992811323267, 7565874.297607508]","[0.005568357801844523, 3130.788188421876, 7725810.279223975]","[0.005967485490672349, 3479.2350419902255, 7223781.344943977]","[0.005892791520316156, 3402.0992811323267, 7565874.297607508]","[0.005692258722934254, 3517.2657209128733, 7622874.691540942]","[0.005962381239782021, 3511.237219580751, 7551046.768243831]","[0.005063522693615434, 3706.229195195043, 9541231.417245677]","[0.005314545179343371, 3143.7995622207586, 7848371.219572244]","[0.005088026550405373, 3223.2629111811757, 8662733.719194299]",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"[0.005568357801844523, 3130.788188421876, 7725810.279223975]","[0.005967485490672349, 3479.2350419902255, 7223781.344943977]","[0.005314545179343371, 3143.7995622207586, 7848371.219572244]","[0.005088026550405373, 3223.2629111811757, 8662733.719194299]","[0.005354476808284368, 3143.3332731425403, 7856438.808344166]","[0.005025600031496337, 3297.2645667840015, 9408823.724033453]","[0.005644844442020146, 3104.3059340053737, 7470866.787516305]","[0.005068939322165668, 3265.2444161299277, 9070137.196698349]","[0.005382583164043684, 3143.81806482135, 7847728.172355698]","[0.006021471361985162, 3458.691771233614, 7026557.139560685]","[0.005167175658286635, 3204.3181960024535, 8475114.063743671]",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"[0.005568357801844523, 3130.788188421876, 7725810.279223975]","[0.005967485490672349, 3479.2350419902255, 7223781.344943977]","[0.005314545179343371, 3143.7995622207586, 7848371.219572244]","[0.005088026550405373, 3223.2629111811757, 8662733.719194299]","[0.005025600031496337, 3297.2645667840015, 9408823.724033453]","[0.005644844442020146, 3104.3059340053737, 7470866.787516305]","[0.005068939322165668, 3265.2444161299277, 9070137.196698349]","[0.005382583164043684, 3143.81806482135, 7847728.172355698]","[0.006021471361985162, 3458.691771233614, 7026557.139560685]","[0.005906045034869028, 3498.736503926637, 7415900.488084085]","[0.005172787009427329, 3142.320223550347, 7852547.793645857]","[0.006021471361985162, 3458.691771233614, 7026557.139560685]","[0.005967485490672349, 3479.2350419902255, 7223781.344943977]","[0.005109221529155664, 3222.777104020693, 8675204.99947578]","[0.005618983839187815, 3104.7917411658564, 7459022.257267844]","[0.0051225677038853005, 3199.2953447928926, 8417708.594190635]","[0.005026545008174307, 3267.764123710318, 9106674.878140524]","[0.005568357801844523, 3130.788188421876, 7725810.279223975]",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"[0.005314545179343371, 3143.7995622207586, 7848371.219572244]","[0.005382583164043684, 3143.81806482135, 7847728.172355698]","[0.006021471361985162, 3458.691771233614, 7026557.139560685]","[0.005172787009427329, 3142.320223550347, 7852547.793645857]","[0.006021471361985162, 3458.691771233614, 7026557.139560685]","[0.005405090283618447, 3132.3100923178804, 7735947.358650517]","[0.005911176812839035, 3465.2200599535404, 7080602.80351455]","[0.004828955447501428, 3161.2928967073076, 8029998.821847756]","[0.005520651592768994, 3097.808758699415, 7391069.454184203]",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"[0.005314545179343371, 3143.7995622207586, 7848371.219572244]","[0.005382583164043684, 3143.81806482135, 7847728.172355698]","[0.005172787009427329, 3142.320223550347, 7852547.793645857]","[0.005405090283618447, 3132.3100923178804, 7735947.358650517]","[0.005911176812839035, 3465.2200599535404, 7080602.80351455]","[0.005520651592768994, 3097.808758699415, 7391069.454184203]","[0.004819108396790259, 3160.272923594769, 8008264.117746035]","[0.00563619712413815, 3073.8095366878697, 7153472.332051995]","[0.005418503131224064, 3125.7529134301362, 7672432.265449163]","[0.005948886406905678, 3282.2637567581414, 7003774.331843778]",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"[0.005911176812839035, 3465.2200599535404, 7080602.80351455]","[0.00563619712413815, 3073.8095366878697, 7153472.332051995]","[0.005948886406905678, 3282.2637567581414, 7003774.331843778]","[0.005284341551322258, 3087.3161288776073, 7286905.05427138]","[0.005516704796490725, 3087.310476439074, 7287548.679089248]","[0.004775928355751923, 3116.795211611967, 7570244.282262661]","[0.005948886406905678, 3282.2637567581414, 7003774.331843778]",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"[0.005911176812839035, 3465.2200599535404, 7080602.80351455]","[0.00563619712413815, 3073.8095366878697, 7153472.332051995]","[0.005948886406905678, 3282.2637567581414, 7003774.331843778]","[0.005284341551322258, 3087.3161288776073, 7286905.05427138]","[0.005516704796490725, 3087.310476439074, 7287548.679089248]","[0.004775928355751923, 3116.795211611967, 7570244.282262661]","[0.005948886406905678, 3282.2637567581414, 7003774.331843778]","[0.00563619712413815, 3073.8095366878697, 7153472.332051995]","[0.0059919852990650705, 3440.679444651411, 6837371.282678308]","[0.004775928355751923, 3116.795211611967, 7570244.282262661]","[0.005911176812839035, 3465.2200599535404, 7080602.80351455]","[0.005516704796490725, 3087.310476439074, 7287548.679089248]",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"[0.005948886406905678, 3282.2637567581414, 7003774.331843778]","[0.005284341551322258, 3087.3161288776073, 7286905.05427138]","[0.004775928355751923, 3116.795211611967, 7570244.282262661]","[0.005948886406905678, 3282.2637567581414, 7003774.331843778]","[0.0059919852990650705, 3440.679444651411, 6837371.282678308]","[0.004775928355751923, 3116.795211611967, 7570244.282262661]","[0.004644167546891632, 3161.3407837786835, 8027788.092002415]","[0.0059919852990650705, 3440.679444651411, 6837371.282678308]","[0.005488604590352622, 3059.7977777255837, 7009896.546762617]",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"[0.005948886406905678, 3282.2637567581414, 7003774.331843778]","[0.004775928355751923, 3116.795211611967, 7570244.282262661]","[0.005948886406905678, 3282.2637567581414, 7003774.331843778]","[0.0059919852990650705, 3440.679444651411, 6837371.282678308]","[0.004775928355751923, 3116.795211611967, 7570244.282262661]","[0.004644167546891632, 3161.3407837786835, 8027788.092002415]","[0.0059919852990650705, 3440.679444651411, 6837371.282678308]","[0.005488604590352622, 3059.7977777255837, 7009896.546762617]","[0.0059919852990650705, 3440.679444651411, 6837371.282678308]","[0.004775928355751923, 3116.795211611967, 7570244.282262661]","[0.00496765614426504, 3075.318020440503, 7158422.741414189]","[0.005948886406905678, 3282.2637567581414, 7003774.331843778]","[0.005488604590352622, 3059.7977777255837, 7009896.546762617]","[0.004765432696797249, 3161.7956444210245, 8018561.544818959]",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"[0.005948886406905678, 3282.2637567581414, 7003774.331843778]","[0.005948886406905678, 3282.2637567581414, 7003774.331843778]","[0.0059919852990650705, 3440.679444651411, 6837371.282678308]","[0.0059919852990650705, 3440.679444651411, 6837371.282678308]","[0.005488604590352622, 3059.7977777255837, 7009896.546762617]","[0.0059919852990650705, 3440.679444651411, 6837371.282678308]","[0.00496765614426504, 3075.318020440503, 7158422.741414189]","[0.005948886406905678, 3282.2637567581414, 7003774.331843778]","[0.005488604590352622, 3059.7977777255837, 7009896.546762617]","[0.005431363734759678, 3071.798229496261, 7121555.747083916]","[0.006298604567594969, 3440.7534550537757, 6834894.998768731]","[0.005948886406905678, 3282.2637567581414, 7003774.331843778]","[0.004570671996345577, 3111.3319163627193, 7536542.226318644]",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"[0.005948886406905678, 3282.2637567581414, 7003774.331843778]","[0.005948886406905678, 3282.2637567581414, 7003774.331843778]","[0.0059919852990650705, 3440.679444651411, 6837371.282678308]","[0.0059919852990650705, 3440.679444651411, 6837371.282678308]","[0.005488604590352622, 3059.7977777255837, 7009896.546762617]","[0.0059919852990650705, 3440.679444651411, 6837371.282678308]","[0.00496765614426504, 3075.318020440503, 7158422.741414189]","[0.005948886406905678, 3282.2637567581414, 7003774.331843778]","[0.005488604590352622, 3059.7977777255837, 7009896.546762617]","[0.006298604567594969, 3440.7534550537757, 6834894.998768731]","[0.005948886406905678, 3282.2637567581414, 7003774.331843778]","[0.004570671996345577, 3111.3319163627193, 7536542.226318644]","[0.005488604590352622, 3059.7977777255837, 7009896.546762617]","[0.0052638889257742814, 3059.7975311180817, 7009942.28703122]","[0.006298604567594969, 3440.7534550537757, 6834894.998768731]","[0.005948886406905678, 3282.2637567581414, 7003774.331843778]","[0.004543282313968271, 3123.3225856808244, 7626423.132401172]",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"[0.0059919852990650705, 3440.679444651411, 6837371.282678308]","[0.0059919852990650705, 3440.679444651411, 6837371.282678308]","[0.0059919852990650705, 3440.679444651411, 6837371.282678308]","[0.00496765614426504, 3075.318020440503, 7158422.741414189]","[0.006298604567594969, 3440.7534550537757, 6834894.998768731]","[0.004570671996345577, 3111.3319163627193, 7536542.226318644]","[0.006298604567594969, 3440.7534550537757, 6834894.998768731]","[0.004543282313968271, 3123.3225856808244, 7626423.132401172]","[0.005231672033671458, 3073.8125553633035, 7153207.917765134]","[0.006219045000365057, 3440.7349524531846, 6835538.063863701]","[0.004542072816236673, 3171.848281977182, 8141237.73866601]","[0.005260246210980681, 3050.799220658668, 6919608.0657626465]",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"[0.0059919852990650705, 3440.679444651411, 6837371.282678308]","[0.0059919852990650705, 3440.679444651411, 6837371.282678308]","[0.0059919852990650705, 3440.679444651411, 6837371.282678308]","[0.00496765614426504, 3075.318020440503, 7158422.741414189]","[0.006298604567594969, 3440.7534550537757, 6834894.998768731]","[0.004570671996345577, 3111.3319163627193, 7536542.226318644]","[0.006298604567594969, 3440.7534550537757, 6834894.998768731]","[0.004543282313968271, 3123.3225856808244, 7626423.132401172]","[0.006219045000365057, 3440.7349524531846, 6835538.063863701]","[0.004542072816236673, 3171.848281977182, 8141237.73866601]","[0.005260246210980681, 3050.799220658668, 6919608.0657626465]","[0.00496765614426504, 3075.318020440503, 7158422.741414189]","[0.004542072816236673, 3171.848281977182, 8141237.73866601]","[0.008047715283325747, 4523.570989217276, 6796335.103518537]","[0.005213625253224131, 3066.3251517944414, 7066289.8094447]",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"[0.0059919852990650705, 3440.679444651411, 6837371.282678308]","[0.0059919852990650705, 3440.679444651411, 6837371.282678308]","[0.0059919852990650705, 3440.679444651411, 6837371.282678308]","[0.00496765614426504, 3075.318020440503, 7158422.741414189]","[0.004570671996345577, 3111.3319163627193, 7536542.226318644]","[0.004543282313968271, 3123.3225856808244, 7626423.132401172]","[0.004542072816236673, 3171.848281977182, 8141237.73866601]","[0.005260246210980681, 3050.799220658668, 6919608.0657626465]","[0.00496765614426504, 3075.318020440503, 7158422.741414189]","[0.004542072816236673, 3171.848281977182, 8141237.73866601]","[0.004915755447617029, 3102.2994567750047, 7438727.727859891]","[0.005260246210980681, 3050.799220658668, 6919608.0657626465]","[0.00496765614426504, 3075.318020440503, 7158422.741414189]","[0.0059919852990650705, 3440.679444651411, 6837371.282678308]","[0.004501380833244957, 3209.8469260281217, 8506989.33424072]","[0.006051027900852508, 3434.236038800471, 6780943.671424046]","[0.005204801137200401, 3055.8002287811, 6964677.577203187]",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
