"[0.007301845983214699, 5199.373495567319, 9002260.752429409]","[0.0067298394504587975, 3994.69560477439, 10544355.794794047]","[0.006728769732961869, 4539.369641741288, 9977039.33384822]","[0.0066936867086953246, 4442.114366794278, 10109497.354667833]","[0.006234497222416191, 4823.719146668031, 10668569.044953227]","[0.007151195407215905, 5210.792884973591, 9500251.470224347]","[0.007590409274886419, 4410.039096917572, 9765866.875593085]","[0.00784327107495807, 6903.488306487827, 8690368.181130148]","[0.0071815092603395685, 5205.928805380344, 9013801.212658547]","[0.006541816852965638, 4069.1604838346675, 11302746.81461885]","[0.006139704454287128, 4632.390867443533, 10896515.395481285]","[0.007363791410544491, 4495.31571689818, 9495057.539030692]","[0.006331152367635821, 4544.3532211746815, 9967183.24269133]","[0.006240148697382554, 4191.742076094271, 10207399.535953946]","[0.007449221124488561, 4473.933981647238, 9267305.1376988]","[0.00835156507128119, 5851.0917306919555, 8103552.229904628]","[0.007055166781686651, 5214.358222518137, 9495897.395992491]","[0.006148899787938543, 4621.337350467832, 10752022.044502197]","[0.007450804780851928, 4418.336181319402, 8732878.60283008]","[0.006956939245476908, 5214.3304686172505, 9496814.191238292]","[0.00674974269488056, 4496.870796591304, 9509450.062387073]","[0.006967012684669433, 5214.407131576213, 9142322.1299448]","[0.006222080025514573, 3998.4564837709813, 12523855.204250453]",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"[0.0067298394504587975, 3994.69560477439, 10544355.794794047]","[0.0066936867086953246, 4442.114366794278, 10109497.354667833]","[0.006234497222416191, 4823.719146668031, 10668569.044953227]","[0.006139704454287128, 4632.390867443533, 10896515.395481285]","[0.006331152367635821, 4544.3532211746815, 9967183.24269133]","[0.006240148697382554, 4191.742076094271, 10207399.535953946]","[0.00835156507128119, 5851.0917306919555, 8103552.229904628]","[0.006148899787938543, 4621.337350467832, 10752022.044502197]","[0.00674974269488056, 4496.870796591304, 9509450.062387073]","[0.006967012684669433, 5214.407131576213, 9142322.1299448]","[0.006222080025514573, 3998.4564837709813, 12523855.204250453]","[0.0074422262870258256, 4373.286446350562, 8270014.594868258]","[0.007451757389052394, 4363.036119049127, 9295032.963816728]","[0.006714005517923644, 5201.363866634036, 9381572.43912309]","[0.0066979981613084875, 4514.36711213392, 9700487.028619992]","[0.007635918178963322, 3977.652559769424, 10361749.32164422]","[0.0065165616232142455, 4051.1614286653135, 11121657.59039011]","[0.007158732326045997, 4630.475868597858, 8962866.185395695]","[0.006427092671176237, 3890.4559449256794, 11429455.216962283]","[0.007116751521321915, 5213.3843437995665, 9123025.94815722]","[0.006446088291281392, 4063.2199699670045, 11220898.7374289]","[0.007296774102565097, 4475.888945269343, 9314856.627474073]","[0.006083912754652894, 6726.261257292949, 10768853.912338821]","[0.015041112705523958, 19335.8641715101, 8082244.4534066515]","[0.006700025950213008, 5259.384263090738, 9587700.040679006]","[0.006433515476574931, 4535.3775260469965, 9915654.15680769]",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"[0.0067298394504587975, 3994.69560477439, 10544355.794794047]","[0.006139704454287128, 4632.390867443533, 10896515.395481285]","[0.006148899787938543, 4621.337350467832, 10752022.044502197]","[0.006967012684669433, 5214.407131576213, 9142322.1299448]","[0.0074422262870258256, 4373.286446350562, 8270014.594868258]","[0.007158732326045997, 4630.475868597858, 8962866.185395695]","[0.006427092671176237, 3890.4559449256794, 11429455.216962283]","[0.006446088291281392, 4063.2199699670045, 11220898.7374289]","[0.00731011603651235, 3902.6805666726304, 9628468.579920799]","[0.006150203156260623, 4131.732994199543, 9590769.26500392]","[0.008417329488970771, 5060.816713647946, 7976126.693542313]","[0.006499477294969792, 4046.17561133236, 11067862.455350317]","[0.006029834840916118, 4748.218375408796, 9940339.433131713]","[0.006756670152674591, 5222.8648277270095, 9221145.597569168]","[0.007142227479059965, 5138.372263785451, 8347186.007490528]","[0.006241274107551809, 4103.216571592242, 9275241.921336481]","[0.006514297790586485, 4000.170293749373, 10592642.181843486]","[0.0067298394504587975, 3994.69560477439, 10544355.794794047]","[0.007042844738941688, 5162.864076960208, 8990519.428668788]","[0.007199534984720106, 5108.870402562323, 8063631.820380022]","[0.006033265003959693, 3978.452483635234, 12342702.735551346]","[0.006326466053723718, 4102.214530674511, 11615221.91782141]",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"[0.0074422262870258256, 4373.286446350562, 8270014.594868258]","[0.006427092671176237, 3890.4559449256794, 11429455.216962283]","[0.00731011603651235, 3902.6805666726304, 9628468.579920799]","[0.008417329488970771, 5060.816713647946, 7976126.693542313]","[0.007142227479059965, 5138.372263785451, 8347186.007490528]","[0.007199534984720106, 5108.870402562323, 8063631.820380022]","[0.005842182937356397, 4064.716850353183, 8898824.858123954]","[0.00648105844016593, 3976.65725389783, 10375385.75658043]","[0.006773682770470924, 4636.720980360148, 8803826.560776388]","[0.006031824468465825, 3919.953042403633, 11722918.570399163]","[0.005477866855434138, 4207.27957480439, 10324607.688323447]","[0.007444311495762456, 3841.68072216388, 9002923.011707978]","[0.007012615514755986, 4419.39236752698, 8716740.337010542]","[0.006224448313608597, 4060.7188527676194, 8851573.910086676]","[0.006584307799747122, 3806.9566750306644, 10617200.150936486]","[0.006026875183564403, 3923.9549642140023, 11760294.812478466]","[0.005445970820212561, 4224.772205889623, 10514560.07805598]","[0.007710247985974587, 3808.1816953240555, 8662496.315107686]","[0.006964353812956226, 4421.910771260436, 8756390.881824568]","[0.006989434866975532, 3918.6834443996813, 9786851.68705108]",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"[0.0074422262870258256, 4373.286446350562, 8270014.594868258]","[0.008417329488970771, 5060.816713647946, 7976126.693542313]","[0.007199534984720106, 5108.870402562323, 8063631.820380022]","[0.005842182937356397, 4064.716850353183, 8898824.858123954]","[0.005477866855434138, 4207.27957480439, 10324607.688323447]","[0.007444311495762456, 3841.68072216388, 9002923.011707978]","[0.005445970820212561, 4224.772205889623, 10514560.07805598]","[0.007710247985974587, 3808.1816953240555, 8662496.315107686]","[0.008191660328129211, 5821.582833648676, 7817457.155060328]","[0.0066950905946937846, 3715.957241891997, 9665561.488217607]","[0.006215717122701754, 4005.222785399321, 8305229.292672138]","[0.005787752755670336, 3884.30108128936, 9411470.448392963]","[0.005445970820212561, 4224.772205889623, 10514560.07805598]","[0.006229871299695445, 3780.4549735038418, 10317592.836855896]","[0.006503925760251573, 4005.198550940146, 8305183.609424488]","[0.00604632248277521, 4428.891793224003, 8843006.312493794]","[0.0054467730403298465, 4212.771759917119, 10381075.049570752]",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"[0.007199534984720106, 5108.870402562323, 8063631.820380022]","[0.008191660328129211, 5821.582833648676, 7817457.155060328]","[0.0066950905946937846, 3715.957241891997, 9665561.488217607]","[0.00834093218582452, 5044.317402654609, 7790218.276433457]","[0.0066950905946937846, 3715.957241891997, 9665561.488217607]","[0.0060123276605151136, 3756.266483561611, 8153477.653040612]","[0.007199534984720106, 5108.870402562323, 8063631.820380022]","[0.00571874093709176, 3820.269708638599, 8780308.337131824]","[0.007053024282333415, 3652.468338942901, 9022316.62551217]","[0.005407704630256952, 3918.048136629717, 11711573.295300538]","[0.009611800555264359, 5043.237286051537, 7772495.383841381]","[0.006009144075753112, 3756.2679024440145, 8153521.91009844]","[0.005424676863164402, 4203.759091905754, 10285448.173980119]",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"[0.008191660328129211, 5821.582833648676, 7817457.155060328]","[0.0066950905946937846, 3715.957241891997, 9665561.488217607]","[0.00834093218582452, 5044.317402654609, 7790218.276433457]","[0.0066950905946937846, 3715.957241891997, 9665561.488217607]","[0.0060123276605151136, 3756.266483561611, 8153477.653040612]","[0.00571874093709176, 3820.269708638599, 8780308.337131824]","[0.007053024282333415, 3652.468338942901, 9022316.62551217]","[0.005407704630256952, 3918.048136629717, 11711573.295300538]","[0.009611800555264359, 5043.237286051537, 7772495.383841381]","[0.006009144075753112, 3756.2679024440145, 8153521.91009844]","[0.005424676863164402, 4203.759091905754, 10285448.173980119]","[0.005776024845130301, 4045.224180516121, 8692614.613733515]","[0.006819407194656733, 3682.4413261649033, 9329250.594122319]","[0.005927778315631217, 3789.3296833445684, 8470035.796702212]","[0.0060123276605151136, 3756.266483561611, 8153477.653040612]","[0.008779431759507496, 5783.576696647427, 7429553.467232453]","[0.005526454147704381, 3877.7826052985656, 9355252.934640866]","[0.006863752925357976, 5106.4841761275, 8035931.270436157]","[0.0054729401214092255, 3966.3114399162787, 10262256.432670726]",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"[0.005407704630256952, 3918.048136629717, 11711573.295300538]","[0.005424676863164402, 4203.759091905754, 10285448.173980119]","[0.005526454147704381, 3877.7826052985656, 9355252.934640866]","[0.0054729401214092255, 3966.3114399162787, 10262256.432670726]","[0.005454678479249725, 3837.0506573185858, 10890521.042543]","[0.0058221720671574355, 3548.225340549152, 7936842.052310254]","[0.005526454147704381, 3877.7826052985656, 9355252.934640866]","[0.0055449590842112, 3807.827962280775, 8657824.092479613]","[0.005689903203498591, 3776.758171997145, 8345737.749167686]","[0.006045021847788042, 3680.751998669215, 7391172.031052273]","[0.005526154774692517, 3921.808050377401, 9797381.999092074]",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"[0.005407704630256952, 3918.048136629717, 11711573.295300538]","[0.005424676863164402, 4203.759091905754, 10285448.173980119]","[0.0058221720671574355, 3548.225340549152, 7936842.052310254]","[0.006045021847788042, 3680.751998669215, 7391172.031052273]","[0.005433345276194572, 3759.7842417331753, 8191672.879128246]","[0.0056541167911013735, 3691.251532562887, 7492127.361737472]","[0.005607363817057186, 3748.555191514386, 10010525.377795063]","[0.00518396290390213, 4027.838915491221, 10885667.065431513]","[0.005335145647726973, 3989.3310115340396, 10500327.035618411]",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"[0.006045021847788042, 3680.751998669215, 7391172.031052273]","[0.0056541167911013735, 3691.251532562887, 7492127.361737472]","[0.0053948202341534655, 3516.2127339034864, 7605611.454882458]","[0.006255760624557989, 3680.2872657697762, 7375992.106833945]","[0.005154538860467762, 4024.3556160826956, 10843162.975878993]","[0.005327859967509605, 3291.7347737605314, 10053834.076681696]",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"[0.0056541167911013735, 3691.251532562887, 7492127.361737472]","[0.0053948202341534655, 3516.2127339034864, 7605611.454882458]","[0.005327859967509605, 3291.7347737605314, 10053834.076681696]","[0.005221012568176243, 3597.748416303703, 8449400.951115564]","[0.004940237522134117, 3908.3383188870966, 9657248.749566333]","[0.0058535192945787665, 3462.71150257756, 7077589.194759565]",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"[0.0056541167911013735, 3691.251532562887, 7492127.361737472]","[0.0053948202341534655, 3516.2127339034864, 7605611.454882458]","[0.005327859967509605, 3291.7347737605314, 10053834.076681696]","[0.005221012568176243, 3597.748416303703, 8449400.951115564]","[0.004940237522134117, 3908.3383188870966, 9657248.749566333]","[0.0058535192945787665, 3462.71150257756, 7077589.194759565]","[0.005141663072926158, 3646.715193463006, 8944168.600102104]","[0.005695102342950885, 3241.2540715609125, 9537300.180271966]","[0.005367034101478956, 3516.726305277522, 7611981.496069119]","[0.005340800038247861, 3575.188066804125, 8225978.628515397]","[0.005149690259773053, 3632.2125140184507, 8785296.063538978]","[0.005601775888799808, 3274.7903515425282, 9885008.192685245]",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"[0.0056541167911013735, 3691.251532562887, 7492127.361737472]","[0.005327859967509605, 3291.7347737605314, 10053834.076681696]","[0.005221012568176243, 3597.748416303703, 8449400.951115564]","[0.004940237522134117, 3908.3383188870966, 9657248.749566333]","[0.0058535192945787665, 3462.71150257756, 7077589.194759565]","[0.005141663072926158, 3646.715193463006, 8944168.600102104]","[0.005695102342950885, 3241.2540715609125, 9537300.180271966]","[0.005367034101478956, 3516.726305277522, 7611981.496069119]","[0.005149690259773053, 3632.2125140184507, 8785296.063538978]","[0.005601775888799808, 3274.7903515425282, 9885008.192685245]","[0.005367034101478956, 3516.726305277522, 7611981.496069119]","[0.005765293618343096, 3229.25255911923, 9424774.18063331]","[0.0051397378258361374, 3678.2178316014374, 9259911.648315948]","[0.005231288580167571, 3551.7430987207163, 7974933.805057835]","[0.00502667042792867, 3756.7480962611303, 10041206.772494927]","[0.00538519738482387, 3508.2158829071686, 7536471.022551589]","[0.004954446224433079, 3790.2640119882244, 10377335.95821994]",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"[0.0056541167911013735, 3691.251532562887, 7492127.361737472]","[0.005327859967509605, 3291.7347737605314, 10053834.076681696]","[0.0058535192945787665, 3462.71150257756, 7077589.194759565]","[0.005695102342950885, 3241.2540715609125, 9537300.180271966]","[0.005367034101478956, 3516.726305277522, 7611981.496069119]","[0.005149690259773053, 3632.2125140184507, 8785296.063538978]","[0.005601775888799808, 3274.7903515425282, 9885008.192685245]","[0.005367034101478956, 3516.726305277522, 7611981.496069119]","[0.005231288580167571, 3551.7430987207163, 7974933.805057835]","[0.00538519738482387, 3508.2158829071686, 7536471.022551589]","[0.005750608248495394, 3225.2330524940326, 9387715.602006573]","[0.005601775888799808, 3274.7903515425282, 9885008.192685245]","[0.00516148309181637, 3585.731239656858, 8320037.90989802]","[0.006036391939048339, 3429.1836398432088, 6735759.0326561285]","[0.005792975568573917, 3492.213363800688, 7366372.288038077]","[0.005753780080571726, 3199.2375761513226, 9109568.433677137]","[0.005231288580167571, 3551.7430987207163, 7974933.805057835]","[0.004901333597250664, 3641.7688778849706, 8883611.283814585]","[0.005803083593058126, 3182.2385508041934, 8953382.896188546]",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
