"[0.009314586573103537, 5139.318842755351, 8818689.730345536]","[0.006968633455293131, 4885.314159543592, 10002152.137459861]","[0.006754331222796714, 5128.781502970582, 12452911.480975151]","[0.009997636884693363, 5129.318503784672, 8694848.858610783]","[0.009268991668384928, 6656.271070539015, 8914052.37951928]","[0.006797655832335262, 4995.287134852475, 11134120.32280835]","[0.007078048184515627, 4757.092375630941, 9179707.95133599]","[0.009749598173317707, 6621.280152574976, 8581567.319576206]","[0.006879889685351177, 4927.894481702065, 10503290.178562758]","[0.00680347411466382, 5294.791613059976, 10350388.706596492]","[0.006988430749383229, 4849.326734495354, 9665992.001462245]","[0.01014518003118583, 6609.279700804299, 8481473.666225968]","[0.007678402063044211, 5159.916842973642, 8980435.108528186]","[0.007556335339485316, 4992.717312731845, 8991627.10025587]",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"[0.006968633455293131, 4885.314159543592, 10002152.137459861]","[0.006988430749383229, 4849.326734495354, 9665992.001462245]","[0.007556335339485316, 4992.717312731845, 8991627.10025587]","[0.008209544401706837, 4629.544097674057, 8755163.89434247]","[0.007077458133686834, 4739.092402610814, 8998766.629702294]","[0.007326978457419808, 5138.90487254422, 8775152.92776266]","[0.006452625387648445, 5241.90468141201, 9819885.157976327]","[0.007763476046607269, 5104.329708912705, 8471095.580949748]","[0.007014802973650411, 4697.082357288252, 9416664.619954636]","[0.006392396684233482, 4899.3460821769995, 10147932.26928545]",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"[0.007077458133686834, 4739.092402610814, 8998766.629702294]","[0.006452625387648445, 5241.90468141201, 9819885.157976327]","[0.007763476046607269, 5104.329708912705, 8471095.580949748]","[0.007014802973650411, 4697.082357288252, 9416664.619954636]","[0.006987490136806906, 4823.827129465729, 9424638.223831367]","[0.0066183910538892415, 4868.394147079458, 9854656.128303288]","[0.005987057017933308, 4873.349812077778, 9880199.950850518]","[0.007137073973684474, 5144.9121674255575, 8863296.709208535]","[0.007240365403500242, 4742.256097747386, 8600774.225814745]","[0.006636087864997246, 5046.5898465482705, 9648467.800207462]","[0.009506882289268156, 6590.761847737141, 8227611.298621852]","[0.006450118329267218, 5066.134056882213, 9839285.584267367]","[0.0074507639638082546, 3608.9901505639637, 8567454.148474157]",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"[0.007763476046607269, 5104.329708912705, 8471095.580949748]","[0.007137073973684474, 5144.9121674255575, 8863296.709208535]","[0.007240365403500242, 4742.256097747386, 8600774.225814745]","[0.009506882289268156, 6590.761847737141, 8227611.298621852]","[0.0074507639638082546, 3608.9901505639637, 8567454.148474157]","[0.007240365403500242, 4742.256097747386, 8600774.225814745]","[0.006301699719843569, 4832.425763970114, 9469324.192975087]","[0.007137073973684474, 5144.9121674255575, 8863296.709208535]","[0.00657859977935765, 3374.955180732404, 8943014.688667085]","[0.009490166098893374, 6592.267628010162, 8231118.309744507]","[0.005976336497339711, 4850.8641922718625, 9651761.374570092]","[0.006180631176085704, 4846.414585448866, 9616432.34167225]","[0.015913471669128088, 19596.484118297678, 8145152.008735466]","[0.006508789970888716, 5054.774661885573, 9397794.88742735]","[0.006295410354053177, 4844.374730329079, 9622630.093068885]","[0.007157238066505214, 4771.782532159627, 8901123.368434628]",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"[0.007240365403500242, 4742.256097747386, 8600774.225814745]","[0.009506882289268156, 6590.761847737141, 8227611.298621852]","[0.0074507639638082546, 3608.9901505639637, 8567454.148474157]","[0.007240365403500242, 4742.256097747386, 8600774.225814745]","[0.006301699719843569, 4832.425763970114, 9469324.192975087]","[0.00657859977935765, 3374.955180732404, 8943014.688667085]","[0.009490166098893374, 6592.267628010162, 8231118.309744507]","[0.005976336497339711, 4850.8641922718625, 9651761.374570092]","[0.006180631176085704, 4846.414585448866, 9616432.34167225]","[0.015913471669128088, 19596.484118297678, 8145152.008735466]","[0.0070402043409518045, 4757.848279298123, 8777707.880329225]","[0.0073532731400611645, 4939.717802711414, 8505320.046284927]","[0.00593707637961775, 5020.249558867852, 9374018.554951495]","[0.00657859977935765, 3374.955180732404, 8943014.688667085]","[0.006205343859279325, 4839.875990895354, 9569985.662574299]","[0.007558928320295929, 4928.187556695536, 8377530.816356634]","[0.006968161395272248, 4761.835269360379, 8791842.282367216]","[0.005809070526282895, 5349.0194592099215, 10899436.507589003]","[0.006968161395272248, 4761.835269360379, 8791842.282367216]","[0.007340484222796672, 5108.404208413297, 8452182.69298377]","[0.007597870631438753, 5098.368303496191, 8360271.155853716]",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"[0.0074507639638082546, 3608.9901505639637, 8567454.148474157]","[0.00657859977935765, 3374.955180732404, 8943014.688667085]","[0.015913471669128088, 19596.484118297678, 8145152.008735466]","[0.00593707637961775, 5020.249558867852, 9374018.554951495]","[0.00657859977935765, 3374.955180732404, 8943014.688667085]","[0.007558928320295929, 4928.187556695536, 8377530.816356634]","[0.005809070526282895, 5349.0194592099215, 10899436.507589003]","[0.007597870631438753, 5098.368303496191, 8360271.155853716]","[0.006353490014938349, 4724.626119489774, 9692994.299808351]","[0.008255209366768107, 4672.051825931563, 8290731.757478665]","[0.009657390438332157, 6577.785704868746, 8155490.304285225]","[0.0060394257539921874, 4804.426668173215, 9189122.812870806]","[0.00784274847235091, 5083.404711060169, 8189918.727114492]","[0.007248098910774065, 4728.753069190738, 8467645.913514687]","[0.007422330639831722, 3642.4981084275105, 8903579.20296685]","[0.007295453268376438, 4628.145939223153, 8747970.632584894]","[0.008236753286467861, 4596.036139810511, 8419638.663388247]","[0.006265645936285784, 5099.481501840482, 8333192.841831383]","[0.006903987651064479, 4737.312621656297, 8566226.982234001]","[0.007388813584764637, 4695.130280013254, 8581800.386715945]","[0.008459480833283907, 5076.310264796826, 8166135.43357168]","[0.005844040093193947, 4823.926295391263, 9393628.401100004]","[0.006287152110100688, 4751.3790085608725, 8664792.697134726]",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"[0.008236753286467861, 4596.036139810511, 8419638.663388247]","[0.006265645936285784, 5099.481501840482, 8333192.841831383]","[0.006287152110100688, 4751.3790085608725, 8664792.697134726]","[0.007468176422543894, 4658.135958637805, 8202148.040969944]","[0.008622702023209238, 4574.091926349162, 8182735.305977522]","[0.009906359067258137, 6563.276082363513, 8016267.78002889]","[0.006560398793627744, 3337.960901565491, 8564586.690400342]","[0.008088128586094456, 5064.3185024532895, 8031871.525195418]","[0.0064211144004206805, 4694.606905850213, 8588873.647839336]","[0.006278957032021694, 4756.883265194106, 8748415.562608106]","[0.007092860678228142, 4690.641396573163, 8221393.17147483]","[0.007021499855284025, 4695.856419192774, 8144735.428913342]","[0.006232939694408984, 3370.4695346151366, 8879500.653016591]","[0.00862600479562522, 4374.907145524219, 8352096.475638789]","[0.0057787623399942365, 4798.965929745981, 9134235.793518059]","[0.006421610342642368, 4688.60688061663, 8503823.254428528]",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"[0.006265645936285784, 5099.481501840482, 8333192.841831383]","[0.007468176422543894, 4658.135958637805, 8202148.040969944]","[0.008622702023209238, 4574.091926349162, 8182735.305977522]","[0.006560398793627744, 3337.960901565491, 8564586.690400342]","[0.0064211144004206805, 4694.606905850213, 8588873.647839336]","[0.007092860678228142, 4690.641396573163, 8221393.17147483]","[0.007021499855284025, 4695.856419192774, 8144735.428913342]","[0.006232939694408984, 3370.4695346151366, 8879500.653016591]","[0.00862600479562522, 4374.907145524219, 8352096.475638789]","[0.0057787623399942365, 4798.965929745981, 9134235.793518059]","[0.006421610342642368, 4688.60688061663, 8503823.254428528]","[0.006410326571876475, 4709.11243134731, 8705591.128826493]","[0.00747790028285515, 4662.2315537581135, 7935368.34232971]","[0.0068937891778105475, 4696.817015370175, 8164768.615178185]","[0.007578861795948414, 4592.0945673417045, 8410527.385139244]","[0.008380174789381058, 4391.923750257977, 8504717.75122944]","[0.006196549522838496, 4757.103731743207, 9182028.31574662]","[0.005775962947584886, 4822.863960229245, 9378775.347327545]","[0.006372064557333944, 4709.606179606476, 8732962.628910419]","[0.007374149164037155, 4658.136000846342, 8202321.971808742]","[0.006248832043577476, 4730.403329080902, 8460529.721753208]","[0.005991809283814652, 4989.2411966878435, 9034848.006304787]",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"[0.007468176422543894, 4658.135958637805, 8202148.040969944]","[0.008622702023209238, 4574.091926349162, 8182735.305977522]","[0.006560398793627744, 3337.960901565491, 8564586.690400342]","[0.007092860678228142, 4690.641396573163, 8221393.17147483]","[0.007021499855284025, 4695.856419192774, 8144735.428913342]","[0.006232939694408984, 3370.4695346151366, 8879500.653016591]","[0.00862600479562522, 4374.907145524219, 8352096.475638789]","[0.0057787623399942365, 4798.965929745981, 9134235.793518059]","[0.00747790028285515, 4662.2315537581135, 7935368.34232971]","[0.0068937891778105475, 4696.817015370175, 8164768.615178185]","[0.007578861795948414, 4592.0945673417045, 8410527.385139244]","[0.005775962947584886, 4822.863960229245, 9378775.347327545]","[0.007374149164037155, 4658.136000846342, 8202321.971808742]","[0.007468176422543894, 4658.135958637805, 8202148.040969944]","[0.008622702023209238, 4574.091926349162, 8182735.305977522]","[0.005775962947584886, 4822.863960229245, 9378775.347327545]","[0.00956268035651773, 6558.267699695031, 7927395.127480427]","[0.008239999100248642, 4660.05666834099, 8182082.685889698]","[0.005910160084410552, 4692.221518833614, 8268288.623965232]","[0.007699851800689197, 3601.472949011492, 8487873.385002282]","[0.006509651709417812, 3356.9520210509518, 8744893.874795213]","[0.007163773447383371, 4903.695823569076, 8114985.946806683]","[0.0060689230898021244, 4682.122608185677, 8420897.82451903]",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"[0.008622702023209238, 4574.091926349162, 8182735.305977522]","[0.006560398793627744, 3337.960901565491, 8564586.690400342]","[0.006232939694408984, 3370.4695346151366, 8879500.653016591]","[0.00862600479562522, 4374.907145524219, 8352096.475638789]","[0.0057787623399942365, 4798.965929745981, 9134235.793518059]","[0.007578861795948414, 4592.0945673417045, 8410527.385139244]","[0.008622702023209238, 4574.091926349162, 8182735.305977522]","[0.005910160084410552, 4692.221518833614, 8268288.623965232]","[0.007699851800689197, 3601.472949011492, 8487873.385002282]","[0.006509651709417812, 3356.9520210509518, 8744893.874795213]","[0.0060689230898021244, 4682.122608185677, 8420897.82451903]","[0.007983517367844778, 4576.087301371015, 8209236.610470444]","[0.005737890529253223, 4853.445910106435, 9684970.678282388]","[0.006529531375487948, 4650.104761129165, 8125675.077343831]","[0.005845147898075903, 4762.925630410323, 8769015.751132911]","[0.006233206645110226, 5081.475338549381, 8141314.322205178]","[0.006560398793627744, 3337.960901565491, 8564586.690400342]","[0.006093123071877061, 3476.9541069845513, 9968438.804740863]","[0.005739193877995635, 4810.465637477484, 9227188.559807101]","[0.006877346178705176, 4622.122714280753, 7830918.7726587495]",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"[0.006560398793627744, 3337.960901565491, 8564586.690400342]","[0.0057787623399942365, 4798.965929745981, 9134235.793518059]","[0.005910160084410552, 4692.221518833614, 8268288.623965232]","[0.0060689230898021244, 4682.122608185677, 8420897.82451903]","[0.005737890529253223, 4853.445910106435, 9684970.678282388]","[0.006529531375487948, 4650.104761129165, 8125675.077343831]","[0.005845147898075903, 4762.925630410323, 8769015.751132911]","[0.006233206645110226, 5081.475338549381, 8141314.322205178]","[0.006560398793627744, 3337.960901565491, 8564586.690400342]","[0.005739193877995635, 4810.465637477484, 9227188.559807101]","[0.006877346178705176, 4622.122714280753, 7830918.7726587495]","[0.006088105385161828, 3429.4558055793186, 9479172.453673843]","[0.0057787623399942365, 4798.965929745981, 9134235.793518059]","[0.0073838099855399264, 3590.983987272862, 8378270.837099955]","[0.006169555784555643, 4680.118061896858, 8409933.653421534]","[0.006560398793627744, 3337.960901565491, 8564586.690400342]","[0.006370049106167239, 3343.9646848591865, 8616068.128020423]","[0.008055981177402338, 4557.090018594453, 8033156.630830441]","[0.006959747406925073, 3592.4367093334763, 8396816.861090604]","[0.006133673240855455, 3392.990481861492, 9099921.58212912]","[0.005831918234379321, 4796.43358827387, 9104064.450447438]","[0.0062190739242039455, 3151.2931351146253, 8633966.137472607]","[0.0067833476997939054, 4691.347485732428, 8077970.163435331]","[0.005906609263195678, 4735.721718510634, 8705087.249856614]","[0.0075973120743565315, 3568.4750796352123, 8152895.685086513]",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
