"[0.006765831196023836, 4814.744149278422, 10548136.373822302]","[0.006341200790811569, 4904.350148260382, 11474555.017579852]","[0.006700350823427845, 4678.4345084622, 11359680.070149016]","[0.007038896137700266, 4189.048862295987, 10596973.262101144]","[0.006991621451213326, 4760.806993169545, 9978887.472992126]","[0.007252507721582501, 4754.102315948283, 9126222.918335993]","[0.006775128759970768, 4857.776055878679, 9726564.794193357]","[0.006556893917076143, 4890.8235117214135, 10070562.601094205]","[0.007965260079879619, 4754.0656854497065, 9125716.05270642]","[0.006893305830561999, 5208.869191583758, 9423906.17228147]","[0.00695823187267312, 4847.309276771595, 9634261.023490926]","[0.007059006149968709, 4701.03238902303, 9632209.30415699]","[0.00676874168897208, 4799.742826509138, 10408654.384400487]","[0.006997972801695493, 4809.7667195804315, 9245047.795005413]","[0.007888939214200636, 6643.362594373937, 8722892.09598707]","[0.006870503678168911, 4774.722282032082, 10112971.458035467]","[0.007135762081345174, 4701.734669464073, 9400861.081828035]","[0.007425431311319744, 5904.197226231318, 8727680.105486771]",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"[0.006700350823427845, 4678.4345084622, 11359680.070149016]","[0.007888939214200636, 6643.362594373937, 8722892.09598707]","[0.007425431311319744, 5904.197226231318, 8727680.105486771]","[0.008364871102799529, 5124.8403986921485, 8622677.645171154]","[0.007111009206079249, 4744.651155059252, 9031911.764680307]","[0.0062248021006828256, 4899.858341047622, 11369177.805471057]","[0.006499608025584649, 4849.319582965045, 9643589.061679518]","[0.013131184607921603, 17330.642757791447, 8500633.464310905]","[0.006772402387706379, 4737.401327310788, 9720567.209211754]","[0.006814524857421709, 4084.079483037118, 9526339.110955495]","[0.006738978038250968, 4765.247207871153, 9239761.961724695]","[0.007046652793085018, 4747.178760659437, 9072419.371006677]","[0.0065084142615618535, 4848.707063286263, 10891896.233936543]","[0.006788767502996988, 4688.893834016746, 9241879.0321977]",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"[0.006700350823427845, 4678.4345084622, 11359680.070149016]","[0.0062248021006828256, 4899.858341047622, 11369177.805471057]","[0.006499608025584649, 4849.319582965045, 9643589.061679518]","[0.013131184607921603, 17330.642757791447, 8500633.464310905]","[0.006814524857421709, 4084.079483037118, 9526339.110955495]","[0.006738978038250968, 4765.247207871153, 9239761.961724695]","[0.0065084142615618535, 4848.707063286263, 10891896.233936543]","[0.0065743086530758435, 4737.258767289429, 9739252.49739544]","[0.006706569241341596, 4128.04519564333, 9970968.128978685]","[0.0072407232045589975, 4423.41653510386, 8769986.307466967]","[0.006865681554699348, 4636.234094922275, 8732747.023471437]","[0.006664280895408467, 4721.401758984123, 9575226.190712212]","[0.0066725302142748265, 4795.291653451635, 9124314.073684711]","[0.006755432125232519, 4672.309136034661, 9098018.214971665]","[0.007293661399738077, 4693.067810089846, 8537853.231356414]",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"[0.0062248021006828256, 4899.858341047622, 11369177.805471057]","[0.006499608025584649, 4849.319582965045, 9643589.061679518]","[0.006814524857421709, 4084.079483037118, 9526339.110955495]","[0.0065084142615618535, 4848.707063286263, 10891896.233936543]","[0.006706569241341596, 4128.04519564333, 9970968.128978685]","[0.0072407232045589975, 4423.41653510386, 8769986.307466967]","[0.006865681554699348, 4636.234094922275, 8732747.023471437]","[0.0066725302142748265, 4795.291653451635, 9124314.073684711]","[0.006755432125232519, 4672.309136034661, 9098018.214971665]","[0.007293661399738077, 4693.067810089846, 8537853.231356414]","[0.006673754354928567, 4675.847274913048, 9148684.981459359]","[0.006183700090633081, 4932.958748825815, 11745669.947546383]","[0.0063632823416295515, 4869.373487453295, 9832943.736410514]","[0.00812200763076054, 6584.820447884331, 8152052.329006376]","[0.006814524857421709, 4084.079483037118, 9526339.110955495]","[0.007170893362035679, 3989.1908915945005, 10514373.532611739]","[0.006550092939400155, 4689.806827952164, 9267888.76407708]",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"[0.0062248021006828256, 4899.858341047622, 11369177.805471057]","[0.006706569241341596, 4128.04519564333, 9970968.128978685]","[0.0072407232045589975, 4423.41653510386, 8769986.307466967]","[0.006865681554699348, 4636.234094922275, 8732747.023471437]","[0.006755432125232519, 4672.309136034661, 9098018.214971665]","[0.007293661399738077, 4693.067810089846, 8537853.231356414]","[0.006183700090633081, 4932.958748825815, 11745669.947546383]","[0.0063632823416295515, 4869.373487453295, 9832943.736410514]","[0.00812200763076054, 6584.820447884331, 8152052.329006376]","[0.007170893362035679, 3989.1908915945005, 10514373.532611739]","[0.006435099228321693, 4494.405167236481, 9471135.14948003]","[0.0072407232045589975, 4423.41653510386, 8769986.307466967]","[0.006433396353716949, 4672.340126504987, 9099726.543612605]","[0.006728902664995938, 4070.5616660111705, 9398889.99956829]","[0.0075424790731791385, 4676.553243274298, 8342225.616956189]","[0.006562285017084904, 4142.073368290913, 10119395.871749584]","[0.006791632296684348, 4479.4953942399125, 9343122.432283035]","[0.0067128207246723, 4672.303917343368, 9099855.48687726]",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"[0.0072407232045589975, 4423.41653510386, 8769986.307466967]","[0.007170893362035679, 3989.1908915945005, 10514373.532611739]","[0.006435099228321693, 4494.405167236481, 9471135.14948003]","[0.0072407232045589975, 4423.41653510386, 8769986.307466967]","[0.007280776219408431, 4644.072967696444, 8045010.41865192]","[0.00615370190480826, 4771.950156868141, 10107995.781117313]","[0.00709006886912762, 4428.91681833522, 8825829.43585264]","[0.006266918802251883, 4714.339053186763, 9540183.38618667]","[0.00632754105734123, 4632.344869015115, 8686594.866838735]","[0.006551060738332248, 4027.0562001274816, 8962405.713544142]",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"[0.0072407232045589975, 4423.41653510386, 8769986.307466967]","[0.0072407232045589975, 4423.41653510386, 8769986.307466967]","[0.007280776219408431, 4644.072967696444, 8045010.41865192]","[0.00615370190480826, 4771.950156868141, 10107995.781117313]","[0.00709006886912762, 4428.91681833522, 8825829.43585264]","[0.00632754105734123, 4632.344869015115, 8686594.866838735]","[0.006551060738332248, 4027.0562001274816, 8962405.713544142]","[0.006748955431708049, 4731.261359339625, 8463462.233011337]","[0.0074715576479029554, 4420.964839533878, 8735615.829497408]","[0.006093515620701441, 4777.458564046582, 10129782.425930794]","[0.006392508919346216, 4631.836056330328, 8682097.764613755]","[0.0072407232045589975, 4423.41653510386, 8769986.307466967]","[0.006827009449568626, 4729.374273441562, 8450600.772175679]","[0.006882554834005982, 3980.2602625050986, 10406314.23379037]","[0.006211004229850779, 4445.003320003844, 8985544.360315312]",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"[0.00615370190480826, 4771.950156868141, 10107995.781117313]","[0.006551060738332248, 4027.0562001274816, 8962405.713544142]","[0.006748955431708049, 4731.261359339625, 8463462.233011337]","[0.006093515620701441, 4777.458564046582, 10129782.425930794]","[0.006827009449568626, 4729.374273441562, 8450600.772175679]","[0.006211004229850779, 4445.003320003844, 8985544.360315312]","[0.0061712034420384025, 4756.465564705648, 9925859.081101606]","[0.0060659595602940404, 4861.366886316676, 11001554.694898602]","[0.007200983556472162, 3902.2064788054986, 9614778.241189701]","[0.005972297519964878, 4934.794659344434, 10523551.008755364]","[0.006525004457771101, 4038.558891142362, 9100738.7398723]","[0.006801612812385823, 4730.361246756497, 8434577.878327914]","[0.006307526811543628, 4150.5778350162045, 10186339.985193865]","[0.006231540816009951, 4412.992801531692, 8657287.832532877]","[0.006853272991944177, 3947.2452903843264, 10074604.720037535]","[0.00707199078741052, 3935.7223945325923, 9950700.637424132]","[0.0069304148774740025, 4620.545558826195, 7816852.4761117045]",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"[0.006551060738332248, 4027.0562001274816, 8962405.713544142]","[0.006748955431708049, 4731.261359339625, 8463462.233011337]","[0.006827009449568626, 4729.374273441562, 8450600.772175679]","[0.006211004229850779, 4445.003320003844, 8985544.360315312]","[0.007200983556472162, 3902.2064788054986, 9614778.241189701]","[0.006525004457771101, 4038.558891142362, 9100738.7398723]","[0.006801612812385823, 4730.361246756497, 8434577.878327914]","[0.006231540816009951, 4412.992801531692, 8657287.832532877]","[0.006853272991944177, 3947.2452903843264, 10074604.720037535]","[0.00707199078741052, 3935.7223945325923, 9950700.637424132]","[0.0069304148774740025, 4620.545558826195, 7816852.4761117045]","[0.006460168950382109, 4750.8594971128905, 8634225.916126488]","[0.0073892483311251795, 4394.888509773557, 8485698.631951902]","[0.0063897683454644276, 3988.2587924654063, 10477584.65991674]","[0.005970565502149292, 4138.5483048320275, 10085293.637848256]","[0.006126015964154696, 4716.865442780108, 9565030.396910336]",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"[0.006748955431708049, 4731.261359339625, 8463462.233011337]","[0.006827009449568626, 4729.374273441562, 8450600.772175679]","[0.006211004229850779, 4445.003320003844, 8985544.360315312]","[0.006801612812385823, 4730.361246756497, 8434577.878327914]","[0.006231540816009951, 4412.992801531692, 8657287.832532877]","[0.0069304148774740025, 4620.545558826195, 7816852.4761117045]","[0.006460168950382109, 4750.8594971128905, 8634225.916126488]","[0.005970565502149292, 4138.5483048320275, 10085293.637848256]","[0.006126015964154696, 4716.865442780108, 9565030.396910336]","[0.006300766126298538, 3800.202463006693, 10458659.835326007]","[0.00672413514472697, 4732.248332654561, 8447427.4392165]","[0.006260430019023242, 4016.5533366028067, 8861016.589145504]","[0.006773206767404432, 4729.874745244722, 8454814.351700211]","[0.0068130636612030535, 4409.411323009717, 8624872.273338806]","[0.007278744045062693, 4352.377405945379, 8091101.360955796]","[0.00610187887787764, 4698.241430728572, 9592479.542029884]","[0.006137302601104819, 3879.720255694679, 9409372.096254038]","[0.005861222123959456, 4837.448334553829, 10761581.066617656]","[0.007123476273722449, 4405.886055654983, 8590062.237313233]",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"[0.0069304148774740025, 4620.545558826195, 7816852.4761117045]","[0.005970565502149292, 4138.5483048320275, 10085293.637848256]","[0.006300766126298538, 3800.202463006693, 10458659.835326007]","[0.006260430019023242, 4016.5533366028067, 8861016.589145504]","[0.007278744045062693, 4352.377405945379, 8091101.360955796]","[0.006137302601104819, 3879.720255694679, 9409372.096254038]","[0.005861222123959456, 4837.448334553829, 10761581.066617656]","[0.007126905088949588, 4374.384732885698, 8266559.119857923]","[0.006075995901654655, 4664.843412961497, 9016364.233608538]","[0.005861222123959456, 4837.448334553829, 10761581.066617656]","[0.006030556658812969, 3879.716843778615, 9410394.108236419]","[0.006163466331166553, 4445.002936985764, 8985336.495608438]","[0.006583469473545631, 3796.681441344981, 10435726.22218394]","[0.006734529419472541, 4715.797333249098, 8282318.8767393185]","[0.006161707885538706, 4446.503854862769, 8992635.39264501]","[0.005882819269174578, 4433.807172875678, 10013266.158079702]","[0.006165013735421048, 4389.427129701682, 8427934.280588001]",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"[0.0069304148774740025, 4620.545558826195, 7816852.4761117045]","[0.006300766126298538, 3800.202463006693, 10458659.835326007]","[0.006260430019023242, 4016.5533366028067, 8861016.589145504]","[0.007278744045062693, 4352.377405945379, 8091101.360955796]","[0.006137302601104819, 3879.720255694679, 9409372.096254038]","[0.007126905088949588, 4374.384732885698, 8266559.119857923]","[0.006075995901654655, 4664.843412961497, 9016364.233608538]","[0.006030556658812969, 3879.716843778615, 9410394.108236419]","[0.006163466331166553, 4445.002936985764, 8985336.495608438]","[0.006583469473545631, 3796.681441344981, 10435726.22218394]","[0.006161707885538706, 4446.503854862769, 8992635.39264501]","[0.005882819269174578, 4433.807172875678, 10013266.158079702]","[0.006165013735421048, 4389.427129701682, 8427934.280588001]","[0.005940143817021818, 4133.537250466065, 10036549.317426184]","[0.005809120364544246, 4697.453653782998, 9337610.46193658]","[0.0066721313016421474, 3874.209280694148, 9338018.402533844]","[0.006570580721668982, 4668.5351728291025, 8275221.90594826]","[0.0067598290842685975, 4708.225017305199, 8263309.285636058]","[0.006014307710245012, 4696.853548415569, 9344647.235489024]","[0.006260430019023242, 4016.5533366028067, 8861016.589145504]","[0.0060991682900581054, 3828.1913483899452, 10796573.254846592]","[0.006262256136370118, 3981.5525337917466, 8495147.986389391]","[0.005999770277781023, 4133.535050092156, 10035890.635910287]","[0.005491705751455325, 4162.288707419973, 10316580.949216388]","[0.00565182640366875, 3891.689322948726, 11448366.795238499]",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"[0.0069304148774740025, 4620.545558826195, 7816852.4761117045]","[0.006260430019023242, 4016.5533366028067, 8861016.589145504]","[0.007278744045062693, 4352.377405945379, 8091101.360955796]","[0.006137302601104819, 3879.720255694679, 9409372.096254038]","[0.007126905088949588, 4374.384732885698, 8266559.119857923]","[0.006075995901654655, 4664.843412961497, 9016364.233608538]","[0.006030556658812969, 3879.716843778615, 9410394.108236419]","[0.006163466331166553, 4445.002936985764, 8985336.495608438]","[0.005882819269174578, 4433.807172875678, 10013266.158079702]","[0.006165013735421048, 4389.427129701682, 8427934.280588001]","[0.005940143817021818, 4133.537250466065, 10036549.317426184]","[0.005809120364544246, 4697.453653782998, 9337610.46193658]","[0.006570580721668982, 4668.5351728291025, 8275221.90594826]","[0.0067598290842685975, 4708.225017305199, 8263309.285636058]","[0.006260430019023242, 4016.5533366028067, 8861016.589145504]","[0.0060991682900581054, 3828.1913483899452, 10796573.254846592]","[0.006262256136370118, 3981.5525337917466, 8495147.986389391]","[0.005999770277781023, 4133.535050092156, 10035890.635910287]","[0.005491705751455325, 4162.288707419973, 10316580.949216388]","[0.00565182640366875, 3891.689322948726, 11448366.795238499]","[0.0060831666598351285, 4443.556246199886, 8986839.14222412]","[0.006163466331166553, 4445.002936985764, 8985336.495608438]","[0.005897531316088295, 4364.053286901868, 9307951.315015795]","[0.006114506286563253, 3826.685139963105, 10788192.374056019]","[0.006137302601104819, 3879.720255694679, 9409372.096254038]","[0.006542451063902552, 4601.7491831929665, 8399797.20347433]","[0.007126905088949588, 4374.384732885698, 8266559.119857923]","[0.006283843964886011, 3770.683484767958, 10171404.7934384]","[0.00644240893015831, 3841.7206081280365, 9029503.7097833]",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"[0.0069304148774740025, 4620.545558826195, 7816852.4761117045]","[0.006260430019023242, 4016.5533366028067, 8861016.589145504]","[0.007278744045062693, 4352.377405945379, 8091101.360955796]","[0.006137302601104819, 3879.720255694679, 9409372.096254038]","[0.007126905088949588, 4374.384732885698, 8266559.119857923]","[0.006075995901654655, 4664.843412961497, 9016364.233608538]","[0.006163466331166553, 4445.002936985764, 8985336.495608438]","[0.005882819269174578, 4433.807172875678, 10013266.158079702]","[0.006165013735421048, 4389.427129701682, 8427934.280588001]","[0.005940143817021818, 4133.537250466065, 10036549.317426184]","[0.005809120364544246, 4697.453653782998, 9337610.46193658]","[0.006570580721668982, 4668.5351728291025, 8275221.90594826]","[0.0067598290842685975, 4708.225017305199, 8263309.285636058]","[0.006260430019023242, 4016.5533366028067, 8861016.589145504]","[0.006262256136370118, 3981.5525337917466, 8495147.986389391]","[0.005491705751455325, 4162.288707419973, 10316580.949216388]","[0.00565182640366875, 3891.689322948726, 11448366.795238499]","[0.0060831666598351285, 4443.556246199886, 8986839.14222412]","[0.006163466331166553, 4445.002936985764, 8985336.495608438]","[0.005897531316088295, 4364.053286901868, 9307951.315015795]","[0.006137302601104819, 3879.720255694679, 9409372.096254038]","[0.006542451063902552, 4601.7491831929665, 8399797.20347433]","[0.007126905088949588, 4374.384732885698, 8266559.119857923]","[0.00644240893015831, 3841.7206081280365, 9029503.7097833]","[0.0058714215369314315, 4527.925983503714, 9816977.377599169]","[0.0059452711427785965, 3753.1804152194845, 10037738.664552867]","[0.006942354906986406, 4384.98764676688, 8413228.191730166]","[0.007278744045062693, 4352.377405945379, 8091101.360955796]","[0.005975638231358157, 3879.716460760535, 9410186.240353558]","[0.006163466331166553, 4445.002936985764, 8985336.495608438]","[0.0070777936699503085, 4615.156694423496, 7733049.007990141]","[0.005838888464007059, 4545.418614588947, 10007930.654262725]","[0.0068938293054151166, 4660.036835703251, 8214463.80399035]","[0.006012613736992626, 4675.854523414746, 9141335.840180859]",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"[0.0069304148774740025, 4620.545558826195, 7816852.4761117045]","[0.006260430019023242, 4016.5533366028067, 8861016.589145504]","[0.007278744045062693, 4352.377405945379, 8091101.360955796]","[0.006137302601104819, 3879.720255694679, 9409372.096254038]","[0.007126905088949588, 4374.384732885698, 8266559.119857923]","[0.006165013735421048, 4389.427129701682, 8427934.280588001]","[0.006570580721668982, 4668.5351728291025, 8275221.90594826]","[0.0067598290842685975, 4708.225017305199, 8263309.285636058]","[0.006260430019023242, 4016.5533366028067, 8861016.589145504]","[0.006262256136370118, 3981.5525337917466, 8495147.986389391]","[0.005491705751455325, 4162.288707419973, 10316580.949216388]","[0.006137302601104819, 3879.720255694679, 9409372.096254038]","[0.006542451063902552, 4601.7491831929665, 8399797.20347433]","[0.007126905088949588, 4374.384732885698, 8266559.119857923]","[0.00644240893015831, 3841.7206081280365, 9029503.7097833]","[0.006942354906986406, 4384.98764676688, 8413228.191730166]","[0.007278744045062693, 4352.377405945379, 8091101.360955796]","[0.005975638231358157, 3879.716460760535, 9410186.240353558]","[0.0068938293054151166, 4660.036835703251, 8214463.80399035]","[0.0058652110266820545, 4028.65444927332, 8971329.796309572]","[0.0068938293054151166, 4660.036835703251, 8214463.80399035]","[0.005935884664717888, 3717.6844302652066, 9667493.205551162]","[0.0055839858761433285, 3750.294671086708, 9990659.966661239]","[0.006260430019023242, 4016.5533366028067, 8861016.589145504]","[0.007275167608088737, 4367.378728714663, 8231813.465523271]","[0.00728265345449989, 3681.146842616851, 9271122.302284371]","[0.005793854848998759, 4691.441542883058, 9261382.337290814]","[0.006439535581596312, 4725.276832259272, 8410289.976024108]","[0.007018363402256557, 4581.157124925265, 7395326.932201503]","[0.0058191538520593195, 4082.6530286846128, 9507307.664624384]",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"[0.0069304148774740025, 4620.545558826195, 7816852.4761117045]","[0.007278744045062693, 4352.377405945379, 8091101.360955796]","[0.006137302601104819, 3879.720255694679, 9409372.096254038]","[0.006165013735421048, 4389.427129701682, 8427934.280588001]","[0.006570580721668982, 4668.5351728291025, 8275221.90594826]","[0.0067598290842685975, 4708.225017305199, 8263309.285636058]","[0.006262256136370118, 3981.5525337917466, 8495147.986389391]","[0.006137302601104819, 3879.720255694679, 9409372.096254038]","[0.006542451063902552, 4601.7491831929665, 8399797.20347433]","[0.00644240893015831, 3841.7206081280365, 9029503.7097833]","[0.007278744045062693, 4352.377405945379, 8091101.360955796]","[0.005975638231358157, 3879.716460760535, 9410186.240353558]","[0.0058652110266820545, 4028.65444927332, 8971329.796309572]","[0.005935884664717888, 3717.6844302652066, 9667493.205551162]","[0.0055839858761433285, 3750.294671086708, 9990659.966661239]","[0.00728265345449989, 3681.146842616851, 9271122.302284371]","[0.005793854848998759, 4691.441542883058, 9261382.337290814]","[0.006439535581596312, 4725.276832259272, 8410289.976024108]","[0.007018363402256557, 4581.157124925265, 7395326.932201503]","[0.0058191538520593195, 4082.6530286846128, 9507307.664624384]","[0.006118982211931989, 4726.688824172456, 8578231.67825811]","[0.0058191538520593195, 4082.6530286846128, 9507307.664624384]","[0.006805014937147321, 4354.866654466788, 8104593.403222066]","[0.006542451063902552, 4601.7491831929665, 8399797.20347433]","[0.00545999861011442, 4145.127936300294, 10135303.997049486]","[0.005713449689419956, 3899.7194525078903, 9605561.660147272]","[0.005950124443262744, 4006.646911668112, 8762311.916354513]","[0.0057931894852004, 3898.2078919618475, 9597246.586396355]","[0.005726726900154906, 4083.5642487425753, 9531171.226236729]",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
